"id","type","value","id_jo","id_country"
4536,"silver",1,24,146
4537,"silver",1,25,178
4538,"silver",0,23,178
4539,"bronze",0,19,178
4540,"gold",8,7,178
4541,"silver",3,18,220
4542,"bronze",1,19,14
4543,"gold",1,12,219
4544,"gold",1,9,79
4545,"bronze",0,20,108
4546,"gold",1,26,80
4547,"silver",0,7,210
4548,"none",8,12,210
4549,"none",3,24,117
4550,"gold",0,13,17
4551,"silver",1,14,174
4552,"gold",2,14,174
4553,"bronze",1,8,157
4554,"gold",0,6,164
4555,"gold",1,20,164
4556,"bronze",1,10,178
4557,"bronze",4,8,178
4558,"silver",3,12,119
4559,"silver",1,15,215
4560,"bronze",0,16,215
4561,"bronze",0,25,41
4562,"silver",5,20,215
4563,"none",17,4,46
4564,"silver",0,19,178
4565,"none",12,2,46
4566,"silver",0,19,146
4567,"gold",0,7,143
4568,"silver",9,12,178
4569,"silver",2,20,119
4570,"bronze",3,7,60
4571,"none",6,6,105
4572,"none",7,29,105
4573,"none",4,22,127
4574,"none",1,25,127
4575,"none",1,7,22
4576,"gold",0,25,80
4577,"silver",3,19,80
4578,"silver",1,10,215
4579,"none",1,8,150
4580,"none",1,14,66
4581,"silver",3,9,178
4582,"none",4,0,25
4583,"none",1,8,25
4584,"bronze",1,12,14
4585,"silver",0,1,11
4586,"bronze",0,12,141
4587,"bronze",0,21,51
4588,"none",3,13,4
4589,"silver",1,8,179
4590,"none",4,8,36
4591,"none",6,21,36
4592,"bronze",2,13,90
4593,"bronze",0,28,79
4594,"none",1,5,108
4595,"none",3,29,108
4596,"none",4,26,108
4597,"none",5,19,247
4598,"silver",1,23,79
4599,"none",2,7,63
4600,"bronze",7,19,115
4601,"bronze",2,13,35
4602,"none",1,14,140
4603,"bronze",0,8,231
4604,"gold",0,8,219
4605,"none",3,13,63
4606,"none",1,14,241
4607,"none",2,12,241
4608,"bronze",2,1,79
4609,"bronze",2,7,62
4610,"gold",0,19,79
4611,"gold",2,16,79
4612,"gold",0,12,73
4613,"bronze",0,1,73
4614,"none",2,7,241
4615,"silver",1,22,227
4616,"bronze",0,25,227
4617,"bronze",2,22,35
4618,"none",5,29,90
4619,"none",7,1,169
4620,"none",0,9,166
4621,"none",7,26,28
4622,"none",11,9,28
4623,"silver",4,6,79
4624,"silver",2,17,79
4625,"silver",2,25,215
4626,"none",1,13,25
4627,"bronze",2,14,118
4628,"gold",3,23,79
4629,"gold",2,24,79
4630,"none",2,19,210
4631,"none",2,16,90
4632,"bronze",7,20,115
4633,"gold",0,28,115
4634,"bronze",1,0,79
4635,"bronze",1,26,115
4636,"silver",5,23,115
4637,"none",1,12,120
4638,"none",2,13,120
4639,"none",7,21,54
4640,"silver",1,13,203
4641,"bronze",0,1,227
4642,"bronze",1,0,227
4643,"bronze",1,1,130
4644,"none",3,1,63
4645,"bronze",1,24,75
4646,"none",5,7,126
4647,"silver",5,7,90
4648,"gold",0,14,119
4649,"gold",1,1,119
4650,"bronze",1,2,155
4651,"none",4,12,63
4652,"silver",1,14,79
4653,"gold",0,0,157
4654,"bronze",2,7,157
4655,"none",8,0,40
4656,"none",1,14,204
4657,"none",0,26,114
4658,"none",0,10,106
4659,"none",0,5,106
4660,"none",2,26,106
4661,"none",2,7,123
4662,"gold",0,8,119
4663,"bronze",1,28,155
4664,"none",1,28,125
4665,"none",5,26,11
4666,"bronze",1,0,108
4667,"bronze",0,8,108
4668,"gold",0,8,108
4669,"none",1,5,154
4670,"bronze",0,8,219
4671,"none",0,19,128
4672,"none",6,0,123
4673,"none",4,21,126
4674,"bronze",0,14,146
4675,"none",1,20,154
4676,"bronze",1,14,240
4677,"none",0,26,3
4678,"silver",1,14,86
4679,"none",2,21,151
4680,"none",4,0,151
4681,"silver",2,1,86
4682,"gold",1,13,86
4683,"gold",0,8,20
4684,"gold",2,7,20
4685,"bronze",0,18,90
4686,"bronze",0,21,90
4687,"silver",0,20,146
4688,"none",1,5,59
4689,"none",1,11,59
4690,"silver",0,26,118
4691,"silver",1,16,238
4692,"gold",1,12,107
4693,"bronze",2,2,113
4694,"bronze",1,8,14
4695,"none",1,4,4
4696,"gold",1,3,178
4697,"silver",3,14,62
4698,"gold",1,8,62
4699,"bronze",0,14,62
4700,"bronze",4,0,62
4701,"silver",0,8,62
4702,"bronze",0,4,178
4703,"bronze",1,13,62
4704,"silver",0,20,62
4705,"bronze",0,25,178
4706,"gold",5,26,178
4707,"silver",0,3,178
4708,"none",2,8,159
4709,"bronze",1,21,119
4710,"none",2,6,55
4711,"none",4,2,55
4712,"none",1,5,55
4713,"none",0,11,55
4714,"silver",1,19,79
4715,"bronze",1,14,119
4716,"bronze",2,8,119
4717,"gold",0,1,231
4718,"bronze",0,25,119
4719,"silver",3,14,119
4720,"none",1,23,42
4721,"gold",1,19,35
4722,"bronze",3,6,79
4723,"gold",3,17,79
4724,"bronze",2,2,79
4725,"silver",0,13,17
4726,"bronze",2,12,104
4727,"silver",0,17,115
4728,"bronze",1,0,119
4729,"gold",1,29,79
4730,"gold",1,29,14
4731,"gold",0,29,155
4732,"silver",1,6,155
4733,"silver",1,0,124
4734,"silver",0,8,124
4735,"gold",2,7,232
4736,"silver",1,22,14
4737,"gold",3,20,215
4738,"silver",0,23,215
4739,"silver",0,8,202
4740,"gold",1,5,234
4741,"none",2,26,62
4742,"silver",1,14,47
4743,"none",5,8,126
4744,"none",4,1,36
4745,"none",4,13,36
4746,"gold",3,21,115
4747,"silver",2,29,238
4748,"silver",1,21,119
4749,"bronze",4,12,119
4750,"bronze",0,29,79
4751,"bronze",3,11,79
4752,"none",4,0,224
4753,"gold",0,0,79
4754,"bronze",0,7,112
4755,"silver",0,28,115
4756,"none",1,23,40
4757,"gold",1,3,115
4758,"silver",0,1,59
4759,"silver",0,18,160
4760,"bronze",1,17,129
4761,"none",5,13,213
4762,"gold",2,13,90
4763,"gold",0,18,119
4764,"gold",0,21,79
4765,"bronze",0,29,164
4766,"gold",6,8,174
4767,"gold",5,7,174
4768,"gold",1,7,119
4769,"silver",1,9,203
4770,"silver",0,21,79
4771,"none",3,20,2
4772,"gold",2,12,60
4773,"silver",1,11,56
4774,"silver",1,26,56
4775,"silver",0,9,56
4776,"silver",0,5,56
4777,"gold",2,5,56
4778,"gold",0,11,56
4779,"bronze",0,25,216
4780,"none",2,7,224
4781,"silver",0,12,124
4782,"gold",2,24,174
4783,"bronze",0,11,174
4784,"silver",2,26,174
4785,"gold",0,26,174
4786,"bronze",1,26,174
4787,"gold",0,12,203
4788,"silver",0,1,203
4789,"none",1,26,206
4790,"silver",2,7,60
4791,"bronze",4,11,155
4792,"gold",3,26,155
4793,"gold",0,29,41
4794,"bronze",8,3,14
4795,"bronze",0,8,206
4796,"bronze",0,1,164
4797,"silver",1,14,202
4798,"none",2,13,127
4799,"silver",0,18,14
4800,"gold",0,13,60
4801,"bronze",1,13,219
4802,"silver",1,12,130
4803,"gold",3,22,174
4804,"bronze",1,8,86
4805,"gold",2,20,155
4806,"gold",3,1,60
4807,"bronze",1,12,106
4808,"silver",1,1,106
4809,"bronze",1,13,0
4810,"silver",2,12,60
4811,"bronze",0,2,115
4812,"bronze",4,7,115
4813,"gold",0,26,202
4814,"silver",0,26,202
4815,"gold",0,9,202
4816,"gold",2,12,86
4817,"none",3,1,204
4818,"silver",2,10,238
4819,"silver",3,9,79
4820,"gold",3,3,79
4821,"none",8,19,3
4822,"none",4,13,158
4823,"bronze",1,22,155
4824,"none",0,22,100
4825,"silver",3,10,79
4826,"gold",3,5,79
4827,"silver",7,18,46
4828,"none",1,17,145
4829,"none",2,14,4
4830,"none",3,9,149
4831,"none",3,6,21
4832,"bronze",2,22,79
4833,"gold",2,0,155
4834,"none",2,1,230
4835,"none",0,18,151
4836,"bronze",0,22,10
4837,"bronze",2,27,79
4838,"none",6,25,3
4839,"none",3,28,10
4840,"silver",1,1,206
4841,"bronze",0,6,35
4842,"silver",3,0,41
4843,"none",3,12,126
4844,"none",2,14,126
4845,"silver",0,12,134
4846,"silver",0,1,134
4847,"bronze",0,3,178
4848,"gold",0,8,47
4849,"none",8,29,178
4850,"bronze",0,1,47
4851,"gold",1,21,174
4852,"none",3,1,126
4853,"none",7,13,126
4854,"silver",1,23,216
4855,"bronze",3,16,79
4856,"none",6,12,151
4857,"bronze",1,18,175
4858,"silver",1,15,14
4859,"silver",4,13,118
4860,"silver",0,23,62
4861,"silver",0,7,0
4862,"gold",0,20,62
4863,"silver",1,5,46
4864,"bronze",4,11,46
4865,"gold",2,9,46
4866,"silver",3,11,46
4867,"silver",1,26,46
4868,"silver",2,3,46
4869,"none",0,19,78
4870,"silver",1,18,79
4871,"none",2,1,34
4872,"gold",0,1,242
4873,"silver",0,4,215
4874,"none",5,2,45
4875,"none",4,3,45
4876,"none",3,4,45
4877,"silver",0,22,79
4878,"gold",2,25,79
4879,"silver",0,13,86
4880,"silver",1,20,21
4881,"bronze",2,23,220
4882,"gold",1,23,220
4883,"bronze",0,7,15
4884,"none",3,17,5
4885,"bronze",2,12,114
4886,"gold",2,8,157
4887,"none",2,12,224
4888,"bronze",1,8,21
4889,"gold",1,22,234
4890,"gold",1,1,215
4891,"silver",1,23,175
4892,"gold",0,18,175
4893,"none",2,21,27
4894,"none",2,1,38
4895,"none",8,0,231
4896,"gold",1,12,57
4897,"bronze",1,24,209
4898,"silver",1,13,57
4899,"none",0,9,47
4900,"none",4,7,2
4901,"gold",0,28,215
4902,"silver",1,19,164
4903,"none",5,7,243
4904,"bronze",1,20,155
4905,"none",0,11,0
4906,"none",0,26,0
4907,"silver",0,24,79
4908,"none",3,20,74
4909,"none",1,3,110
4910,"gold",0,1,41
4911,"bronze",0,5,73
4912,"bronze",0,22,157
4913,"silver",0,28,41
4914,"none",3,13,241
4915,"gold",2,10,14
4916,"gold",1,8,107
4917,"bronze",0,25,160
4918,"none",2,2,125
4919,"bronze",0,26,203
4920,"gold",1,1,174
4921,"gold",1,14,20
4922,"gold",0,12,79
4923,"none",4,8,74
4924,"gold",0,1,3
4925,"silver",1,13,3
4926,"silver",0,1,197
4927,"none",2,1,29
4928,"bronze",0,23,176
4929,"bronze",0,13,106
4930,"none",4,5,240
4931,"bronze",0,7,106
4932,"silver",3,13,20
4933,"none",0,23,154
4934,"gold",0,1,197
4935,"silver",1,2,41
4936,"silver",1,27,79
4937,"none",0,9,170
4938,"none",1,10,175
4939,"gold",0,8,202
4940,"silver",2,7,202
4941,"silver",1,1,56
4942,"none",2,1,22
4943,"none",0,9,172
4944,"silver",0,22,220
4945,"silver",1,14,216
4946,"bronze",0,3,80
4947,"none",5,13,12
4948,"silver",0,8,247
4949,"bronze",1,0,21
4950,"gold",3,2,79
4951,"none",1,13,74
4952,"gold",1,20,80
4953,"gold",0,24,14
4954,"none",0,11,131
4955,"silver",1,26,203
4956,"gold",1,9,203
4957,"silver",2,13,174
4958,"bronze",0,5,174
4959,"silver",0,5,174
4960,"none",0,19,43
4961,"none",0,20,84
4962,"none",2,12,71
4963,"gold",0,14,40
4964,"gold",0,12,40
4965,"bronze",3,2,41
4966,"bronze",0,25,110
4967,"silver",0,0,110
4968,"gold",0,16,238
4969,"silver",0,14,114
4970,"gold",0,7,216
4971,"none",5,3,157
4972,"none",3,7,42
4973,"none",1,9,2
4974,"bronze",0,7,11
4975,"gold",0,12,226
4976,"bronze",0,1,226
4977,"gold",0,1,226
4978,"gold",2,8,118
4979,"none",3,4,175
4980,"none",1,5,40
4981,"gold",0,7,3
4982,"none",2,24,176
4983,"silver",0,12,67
4984,"silver",0,0,143
4985,"silver",1,13,180
4986,"bronze",1,7,216
4987,"none",2,4,206
4988,"bronze",1,22,206
4989,"bronze",2,7,75
4990,"silver",0,8,107
4991,"none",1,9,192
4992,"gold",0,21,31
4993,"bronze",1,7,240
4994,"silver",0,19,114
4995,"bronze",0,20,114
4996,"gold",0,13,16
4997,"gold",3,0,180
4998,"bronze",0,7,202
4999,"none",4,7,144
5000,"none",2,11,108
5001,"bronze",0,12,69
5002,"none",3,7,4
5003,"bronze",0,8,226
5004,"none",3,18,84
5005,"silver",1,24,13
5006,"silver",0,8,11
5007,"gold",0,12,15
5008,"gold",0,14,15
5009,"none",2,22,78
5010,"silver",1,22,21
5011,"none",1,13,205
5012,"bronze",0,12,108
5013,"silver",0,21,108
5014,"silver",0,0,108
5015,"none",7,0,126
5016,"silver",0,12,206
5017,"silver",0,7,179
5018,"none",3,18,126
5019,"none",0,19,213
5020,"bronze",0,13,175
5021,"bronze",0,21,219
5022,"none",4,23,78
5023,"none",1,20,126
5024,"gold",2,13,108
5025,"silver",0,25,10
5026,"silver",4,9,60
5027,"bronze",1,9,60
5028,"gold",1,8,3
5029,"silver",1,28,14
5030,"bronze",2,13,51
5031,"silver",1,14,108
5032,"gold",0,21,175
5033,"silver",0,25,225
5034,"silver",2,12,90
5035,"bronze",1,18,3
5036,"gold",1,19,108
5037,"none",1,8,133
5038,"none",8,0,182
5039,"gold",2,14,41
5040,"silver",0,24,231
5041,"silver",0,19,231
5042,"silver",2,14,206
5043,"silver",1,17,216
5044,"none",0,4,31
5045,"none",3,0,133
5046,"bronze",0,8,179
5047,"silver",1,13,110
5048,"none",0,26,24
5049,"none",0,9,24
5050,"bronze",1,25,35
5051,"gold",0,27,79
5052,"bronze",0,12,202
5053,"gold",2,7,227
5054,"gold",2,14,227
5055,"bronze",0,8,150
5056,"gold",0,7,150
5057,"none",2,14,120
5058,"bronze",0,18,247
5059,"gold",0,24,90
5060,"bronze",3,26,215
5061,"silver",0,4,79
5062,"gold",1,10,79
5063,"silver",0,1,73
5064,"none",2,7,44
5065,"none",0,14,44
5066,"none",1,5,219
5067,"none",0,11,219
5068,"silver",1,1,146
5069,"none",8,7,78
5070,"none",1,14,151
5071,"none",1,1,221
5072,"bronze",0,23,108
5073,"silver",1,12,107
5074,"gold",0,13,218
5075,"gold",0,8,11
5076,"bronze",0,18,40
5077,"none",1,12,44
5078,"none",1,1,44
5079,"bronze",1,27,180
5080,"silver",3,12,118
5081,"bronze",1,22,21
5082,"gold",1,4,14
5083,"bronze",1,20,220
5084,"bronze",0,21,146
5085,"none",6,12,220
5086,"gold",0,21,213
5087,"bronze",0,0,213
5088,"silver",0,10,60
5089,"bronze",0,10,60
5090,"silver",1,5,60
5091,"gold",0,11,60
5092,"silver",1,6,14
5093,"silver",0,1,110
5094,"silver",0,21,64
5095,"bronze",1,24,64
5096,"silver",1,12,79
5097,"none",3,12,213
5098,"none",4,1,213
5099,"silver",0,24,155
5100,"none",5,12,36
5101,"bronze",0,12,1
5102,"bronze",0,1,1
5103,"bronze",1,5,35
5104,"bronze",0,19,79
5105,"silver",0,1,118
5106,"gold",0,8,37
5107,"none",2,12,37
5108,"silver",0,13,37
5109,"none",2,14,85
5110,"none",1,25,40
5111,"none",0,26,88
5112,"bronze",0,18,67
5113,"gold",0,7,73
5114,"bronze",0,12,164
5115,"gold",3,1,108
5116,"silver",0,26,20
5117,"none",10,26,130
5118,"silver",3,8,60
5119,"none",1,0,54
5120,"none",2,8,54
5121,"bronze",2,12,62
5122,"silver",0,20,178
5123,"silver",0,1,84
5124,"silver",1,14,175
5125,"none",0,2,172
5126,"silver",0,14,64
5127,"silver",0,17,41
5128,"silver",0,18,176
5129,"silver",0,7,110
5130,"silver",1,12,146
5131,"bronze",2,24,114
5132,"bronze",1,18,114
5133,"bronze",0,0,114
5134,"none",4,14,36
5135,"none",3,7,36
5136,"bronze",0,0,124
5137,"bronze",0,8,106
5138,"silver",0,12,14
5139,"gold",0,1,51
5140,"none",2,3,103
5141,"gold",2,27,14
5142,"none",6,28,35
5143,"none",1,9,59
5144,"none",3,26,59
5145,"silver",1,4,20
5146,"none",0,9,242
5147,"bronze",0,23,143
5148,"bronze",1,26,178
5149,"bronze",1,9,178
5150,"silver",1,7,206
5151,"silver",1,5,215
5152,"none",0,2,21
5153,"none",6,4,56
5154,"none",0,3,24
5155,"none",0,4,24
5156,"gold",3,25,157
5157,"bronze",1,21,21
5158,"bronze",2,12,56
5159,"bronze",0,6,80
5160,"silver",0,17,80
5161,"none",1,9,137
5162,"none",1,7,153
5163,"bronze",1,28,80
5164,"bronze",1,20,51
5165,"gold",0,8,68
5166,"silver",0,12,68
5167,"none",3,13,192
5168,"bronze",1,14,73
5169,"gold",0,7,56
5170,"bronze",0,15,155
5171,"silver",0,1,79
5172,"silver",0,14,219
5173,"none",0,9,131
5174,"gold",1,25,215
5175,"bronze",0,24,14
5176,"silver",0,10,232
5177,"silver",1,19,215
5178,"bronze",0,19,215
5179,"none",1,20,22
5180,"none",3,23,22
5181,"silver",0,1,164
5182,"bronze",0,2,80
5183,"gold",0,2,80
5184,"bronze",0,13,67
5185,"silver",0,26,79
5186,"bronze",0,15,174
5187,"silver",0,26,113
5188,"silver",1,1,175
5189,"silver",0,24,242
5190,"gold",1,8,234
5191,"gold",1,0,227
5192,"bronze",0,8,227
5193,"bronze",0,14,14
5194,"bronze",0,29,113
5195,"bronze",1,1,124
5196,"bronze",0,6,41
5197,"gold",0,8,55
5198,"bronze",1,7,55
5199,"silver",0,21,55
5200,"silver",1,1,219
5201,"gold",0,7,219
5202,"silver",1,23,155
5203,"bronze",0,23,219
5204,"gold",4,10,155
5205,"bronze",0,13,79
5206,"silver",0,29,41
5207,"bronze",1,10,118
5208,"silver",0,19,31
5209,"gold",0,13,176
5210,"bronze",0,1,35
5211,"bronze",1,25,79
5212,"silver",0,23,114
5213,"gold",0,23,114
5214,"silver",0,22,88
5215,"silver",0,23,157
5216,"none",0,9,218
5217,"silver",1,22,175
5218,"none",3,25,132
5219,"none",14,0,132
5220,"bronze",0,13,149
5221,"silver",0,5,35
5222,"silver",0,11,35
5223,"none",0,29,125
5224,"none",9,8,132
5225,"none",5,19,132
5226,"bronze",2,19,143
5227,"gold",0,8,79
5228,"silver",0,18,69
5229,"silver",0,14,106
5230,"bronze",1,21,79
5231,"bronze",0,8,79
5232,"silver",1,19,14
5233,"none",1,11,132
5234,"gold",0,26,113
5235,"silver",0,19,21
5236,"none",2,29,104
5237,"silver",1,6,104
5238,"bronze",0,18,14
5239,"none",3,5,47
5240,"bronze",0,12,51
5241,"none",2,26,112
5242,"none",2,26,122
5243,"bronze",0,0,51
5244,"silver",1,16,41
5245,"gold",1,14,108
5246,"gold",1,13,62
5247,"silver",0,7,62
5248,"gold",0,8,175
5249,"bronze",0,1,134
5250,"gold",1,13,215
5251,"silver",2,12,202
5252,"silver",0,4,155
5253,"bronze",2,4,155
5254,"bronze",1,10,155
5255,"silver",0,25,64
5256,"bronze",0,20,209
5257,"gold",0,19,242
5258,"bronze",0,25,239
5259,"gold",1,25,21
5260,"none",0,2,78
5261,"none",0,4,78
5262,"silver",0,13,242
5263,"none",1,0,154
5264,"silver",0,3,79
5265,"none",1,12,12
5266,"none",1,4,122
5267,"gold",0,0,216
5268,"silver",1,12,157
5269,"bronze",0,11,124
5270,"bronze",2,9,124
5271,"silver",3,14,124
5272,"silver",0,11,234
5273,"gold",1,15,216
5274,"silver",0,14,107
5275,"bronze",0,24,110
5276,"bronze",0,0,16
5277,"bronze",0,19,231
5278,"silver",0,20,231
5279,"bronze",1,1,62
5280,"silver",0,21,10
5281,"gold",1,26,60
5282,"gold",1,9,60
5283,"bronze",0,7,108
5284,"gold",0,12,108
5285,"gold",0,12,227
5286,"bronze",0,7,177
5287,"silver",0,7,3
5288,"none",2,21,123
5289,"gold",0,12,168
5290,"bronze",0,21,65
5291,"silver",0,12,51
5292,"bronze",0,14,143
5293,"gold",0,0,73
5294,"gold",0,14,67
5295,"gold",0,1,67
5296,"bronze",0,12,16
5297,"none",1,24,151
5298,"bronze",0,8,176
5299,"silver",0,1,67
5300,"none",1,19,166
5301,"bronze",0,5,115
5302,"silver",0,20,14
5303,"bronze",2,1,146
5304,"bronze",0,12,124
5305,"bronze",2,29,14
5306,"none",0,10,131
5307,"gold",0,28,14
5308,"gold",0,14,60
5309,"none",2,11,196
5310,"none",1,26,196
5311,"bronze",0,8,143
5312,"gold",0,18,14
5313,"gold",0,21,14
5314,"gold",1,13,206
5315,"bronze",0,9,232
5316,"silver",0,8,206
5317,"silver",0,15,174
5318,"bronze",0,21,172
5319,"none",1,1,199
5320,"bronze",1,19,108
5321,"gold",1,1,15
5322,"gold",0,1,86
5323,"none",0,10,108
5324,"gold",5,26,46
5325,"none",0,11,154
5326,"none",0,26,154
5327,"none",0,9,154
5328,"silver",0,5,115
5329,"none",0,4,112
5330,"gold",0,8,217
5331,"bronze",0,8,134
5332,"bronze",1,0,134
5333,"silver",0,12,75
5334,"silver",0,11,174
5335,"none",0,11,175
5336,"none",0,26,175
5337,"bronze",0,14,175
5338,"bronze",1,19,220
5339,"silver",2,12,114
5340,"none",2,1,133
5341,"silver",0,13,106
5342,"none",0,10,24
5343,"none",0,5,24
5344,"none",0,11,24
5345,"gold",0,0,149
5346,"gold",2,13,202
5347,"bronze",0,9,20
5348,"silver",1,14,130
5349,"bronze",0,0,112
5350,"bronze",0,7,122
5351,"gold",2,11,73
5352,"silver",0,26,73
5353,"silver",1,4,118
5354,"gold",0,4,118
5355,"gold",2,8,110
5356,"bronze",0,8,110
5357,"bronze",1,29,215
5358,"gold",1,28,164
5359,"bronze",0,0,3
5360,"bronze",0,1,219
5361,"none",3,20,78
5362,"silver",0,8,64
5363,"gold",1,13,219
5364,"silver",0,1,202
5365,"bronze",0,10,13
5366,"bronze",0,17,14
5367,"gold",2,6,215
5368,"none",1,9,248
5369,"none",2,15,64
5370,"none",2,4,114
5371,"gold",2,2,14
5372,"gold",0,12,124
5373,"gold",0,1,124
5374,"gold",0,23,216
5375,"none",2,9,219
5376,"silver",0,1,130
5377,"bronze",0,0,177
5378,"gold",0,21,227
5379,"bronze",0,0,107
5380,"bronze",1,7,219
5381,"bronze",0,14,72
5382,"silver",0,22,108
5383,"silver",1,12,240
5384,"silver",0,20,125
5385,"gold",0,1,110
5386,"silver",0,7,240
5387,"gold",0,12,240
5388,"gold",0,1,240
5389,"none",1,7,54
5390,"none",0,11,75
5391,"none",0,26,75
5392,"bronze",1,19,119
5393,"bronze",0,9,118
5394,"none",1,3,172
5395,"bronze",2,12,35
5396,"silver",0,18,90
5397,"gold",1,13,21
5398,"bronze",0,28,113
5399,"none",1,14,127
5400,"bronze",0,7,19
5401,"silver",0,12,225
5402,"none",1,5,78
5403,"silver",0,18,61
5404,"none",1,9,122
5405,"none",0,13,230
5406,"none",2,11,2
5407,"none",1,26,2
5408,"bronze",0,13,233
5409,"gold",1,2,113
5410,"bronze",1,0,73
5411,"bronze",1,14,215
5412,"gold",0,6,79
5413,"none",0,25,67
5414,"silver",0,7,243
5415,"none",0,26,42
5416,"none",1,9,42
5417,"silver",0,18,110
5418,"silver",0,1,107
5419,"none",1,10,122
5420,"gold",0,13,203
5421,"bronze",0,18,0
5422,"bronze",0,1,0
5423,"bronze",0,4,232
5424,"none",0,17,176
5425,"gold",0,0,75
5426,"bronze",0,8,240
5427,"bronze",0,12,122
5428,"gold",0,0,130
5429,"silver",1,12,56
5430,"silver",0,18,219
5431,"gold",0,7,51
5432,"gold",2,5,155
5433,"silver",2,23,21
5434,"gold",0,5,60
5435,"bronze",1,1,21
5436,"gold",0,24,21
5437,"gold",2,2,155
5438,"bronze",2,29,155
5439,"gold",2,20,79
5440,"none",0,10,59
5441,"gold",0,5,73
5442,"silver",0,5,73
5443,"silver",0,8,172
5444,"bronze",0,0,172
5445,"gold",0,3,155
5446,"none",1,10,21
5447,"bronze",0,10,21
5448,"bronze",0,13,203
5449,"silver",0,16,155
5450,"gold",0,7,124
5451,"silver",0,25,172
5452,"silver",0,20,79
5453,"silver",1,2,155
5454,"bronze",1,3,155
5455,"none",2,17,143
5456,"none",0,4,143
5457,"none",1,26,143
5458,"none",0,9,143
5459,"gold",0,15,80
5460,"gold",0,7,157
5461,"silver",0,8,14
5462,"gold",0,1,225
5463,"bronze",0,13,225
5464,"gold",0,0,215
5465,"bronze",0,13,119
5466,"bronze",0,8,75
5467,"silver",0,7,75
5468,"silver",1,6,129
5469,"gold",1,6,129
5470,"gold",0,3,215
5471,"bronze",0,12,174
5472,"silver",1,24,110
5473,"gold",0,26,234
5474,"gold",0,14,16
5475,"silver",0,19,75
5476,"gold",0,19,75
5477,"bronze",1,20,75
5478,"silver",0,8,224
5479,"silver",0,7,239
5480,"none",0,12,221
5481,"silver",0,6,115
5482,"silver",0,22,0
5483,"gold",0,23,178
5484,"gold",1,5,46
5485,"gold",0,9,234
5486,"gold",1,24,75
5487,"none",0,4,227
5488,"bronze",0,7,79
5489,"bronze",0,18,143
5490,"bronze",1,7,35
5491,"silver",0,14,35
5492,"silver",0,20,143
5493,"silver",0,3,155
5494,"bronze",0,14,112
5495,"bronze",0,7,124
5496,"silver",0,23,146
5497,"silver",0,4,46
5498,"silver",0,11,202
5499,"silver",0,12,35
5500,"silver",0,1,35
5501,"gold",0,1,203
5502,"bronze",0,12,112
