"id","name","sex","height","wheight","team","id_country"
87642,"Hermann Stcker","M","172","66","Germany",87
87643,"Horst Stocker","M","176","65","Austria",14
87644,"Alfred Elmont  Stocker, Jr.","M","188","83","United States",238
87645,"Peter Stocker","M","184","90","Switzerland",216
87646,"Roland Stocker","M","184","90","Switzerland",216
87647,"Werner Stocker","M","178","78","Switzerland-1",216
87648,"Joseph Stockhausen","M",,,"Jamaica",114
87649,"Tomasz Stocki","M","180","74","Poland",174
87650,"Martin Stockinger","M","172","72","Austria",14
87651,"Barbara Stckl (-Wielandner)","F",,,"Austria",14
87652,"Ingrid Stckl","F","165","64","Austria",14
87653,"Werner Stckl","M","188","94","Romania",180
87654,"Ralph Stckli","M","176","75","Switzerland",216
87655,"Phillip Matthew  Stockman","M","200","100","Australia",13
87656,"Jacob Petrus  Stockmann","M","193","80","Netherlands",155
87657,"Brett Peter Stocks","M","182","72","Australia",13
87658,"John Houston Stockton","M","185","79","United States",238
87659,"Blair Goldesbrough Stockwell","M","174",,"New Zealand",157
87660,"Marcus William  Stockwell","M","196","88","Australia",13
87661,"Troy Stockwell","M","188","87","Australia",13
87662,"Tionette Stoddard","F","165","62","New Zealand",157
87663,"Ashley Stoddart","F","172","70","Australia",13
87664,"Robert Stoddart","M","178","70","Canada",41
87665,"Shevon Kaiwana Stoddart","F","165","53","Jamaica",114
87666,"Hayden Ernest Stoeckel","M","197","95","Australia",13
87667,"Stphane Camille Andr Stoecklin","M","185","82","France",80
87668,"Paul Stoeken","M","170","63","United States Virgin Islands",237
87669,"Drago Constantin Stoenescu","M","196","96","Romania",180
87670,"Nicolae Stoenescu","M","174","71","Romania",180
87671,"Martin Stoyanov Stoev","M","189","84","Bulgaria",35
87672,"Valcho Stoev Khristov","M","187","117","Bulgaria",35
87673,"Valentin Stoev","M","187","80","Bulgaria",35
87674,"Gabriela Stoeva","F","169","63","Bulgaria",35
87675,"Krastana Stoeva","F","178","69","Bulgaria",35
87676,"Stefani Stoeva","F","174","64","Bulgaria",35
87677,"Vasilka Rafailova Stoeva (Malusheva-)","F","174","105","Bulgaria",35
87678,"Christian Stofer","M","181","87","Switzerland",216
87679,"Florian Stofer","M","195","90","Switzerland",216
87680,"Joseph  Stoffel","M","167","67","Luxembourg",131
87681,"Yvonne Stoffel-Wagener","F","160","62","Luxembourg",131
87682,"Joeri Stoffels","M",,,"Netherlands",155
87683,"Christian Stohr","M","173","62","Switzerland",216
87684,"Henry Sthr","M","194","120","East Germany",
87685,"Wolfgang Sthr","M","171",,"East Germany",
87686,"Daniel Stoian","M","184","77","Romania",180
87687,"Monica Stoian","F","169","63","Romania",180
87688,"Nicolae  Stoian","M","195","82","Romania",180
87689,"Alina Ramona Stoica","F","170","47","Romania",180
87690,"Stnel Stoica","M","165","69","Romania",180
87691,"Aurelia Stoica-Brdeanu","F","180","75","Romania",180
87692,"Olya Stoichkova","F","178","75","Bulgaria",35
87693,"Gheorghe Stoiciu","M","156","52","Romania",180
87694,"Mihai Stoiculescu","M","178","75","Romania",180
87695,"Dimitar Velinov Stoilov","M","175","60","Bulgaria",35
87696,"Georgi Stoimenov","M","174","80","Bulgaria",35
87697,"Petar Stoimenov","M","189","100","Bulgaria",35
87698,"Todor Stoimenov","M","182","73","Bulgaria",35
87699,"Ivan Stoitsov","M","167","77","Bulgaria",35
87700,"Predrag  Stojakovi","M","205","102","Serbia and Montenegro",
87701,"Vano  Stojanov","M","181","75","Macedonia",220
87702,"Branislav Stojanovi","M","188","75","Serbia and Montenegro",
87703,"Desanka Stojanovi","F","179","73","Yugoslavia",220
87704,"Goran Stojanovi","M","191","90","Qatar",177
87705,"Miroslav Stojanovi","M","184","82","Yugoslavia",220
87706,"Stevan Stojanovi","M","185","75","Yugoslavia",220
87707,"Vesna Stojanovska","F","175","63","Macedonia",220
87708,"Aleksandar Stojanovski","M",,,"Macedonia",220
87709,"Nikola Stoji","M","198","99","Serbia and Montenegro",
87710,"Goran Stojiljkovi","M","184","72","Montenegro",
87711,"Elvis Stojko","M","170","71","Canada",41
87712,"Dragan Stojkovi","M","174","73","Yugoslavia",220
87713,"Vladimir Stojkovi","M","196","94","Serbia",197
87714,"Zdravko Stojni","M",,,"Yugoslavia-2",220
87715,"Nelson Christian  Stokes","M","189","90","Jamaica",114
87716,"David Stokes Brawn","M","173","70","Guatemala",95
87717,"Dudley Clifford Stokes","M","183","89","Jamaica",114
87718,"Herman Ray Stokes","M","175","77","United States",238
87719,"Shelly B. Stokes","F","165",,"United States",238
87720,"Stuart Bradley Stokes","M","181","65","Great Britain",234
87721,"Espen Stokkeland","M","182","92","Norway",164
87722,"Patricia Stokkers","F",,,"Netherlands",155
87723,"Lutz Stoklasa","M","188","80","West Germany",
87724,"Jan Stoklska","M","190","92","Czech Republic",60
87725,"Rudolf  Stokvis","M","190","87","Netherlands",155
87726,"Marcin Tomasz Stolarski","M","187","79","Poland",174
87727,"Zdzisaw Andrzej Stolarski","M","162","62","Poland",174
87728,"Kseniya Andreyevna Stolbova","F","158",,"Russia-2",181
87729,"Serghei Stolearenco","M","187","80","Moldova",179
87730,"Kerstin Stolfig (-Gerhardt)","F","165","49","East Germany-3",
87731,"Sonja Stoli","F","164","46","Serbia and Montenegro",
87732,"Kyle Stolk","M","186","84","Netherlands",155
87733,"Ernst Stoll","M","163","79","Switzerland",216
87734,"Hans Stoll","M","172","86","Austria-2",14
87735,"Christiane Stoll-Wartenberg","F","169","53","East Germany",
87736,"Manfred Stolle","M","185","92","East Germany",
87737,"Michael Stolle","M","192","85","Germany",87
87738,"Cindy Stollenberg","F","155","37","Belgium",21
87739,"Andrea Stolletz","F","186","77","Germany",87
87740,"John Michael Stollmeyer","M","175","80","United States",238
87741,"Jason Stoltenberg","M","185","80","Australia",13
87742,"Femke Stoltenborg","F","189","82","Netherlands",155
87743,"Ieroklis Stoltidis","M","186","85","Greece",90
87744,"Conrad Willem Stoltz","M","193","82","South Africa",206
87745,"Frank Roland Stoltz","M","190","89","Sweden",215
87746,"Valery Viktorovich Stolyarov","M","171","69","Unified Team",
87747,"Yekaterina Andreyevna Stolyarova","F","176","55","Russia",181
87748,"Vladimir Nikolayevich Stolypin","M","177","87","Soviet Union",
87749,"Barbara Stolz (Dix-)","F","153","51","Germany",87
87750,"Karsten Stolz","M","208","142","West Germany",
87751,"Evelyn Stolze (-Rund)","F","164","58","East Germany",
87752,"Karl-August Stolze","M","179","84","Bronia",87
87753,"Alena Stolzov (-Hltscherov)","F","169","55","Czechoslovakia",
87754,"Saulius tombergas","M","204","100","Lithuania",130
87755,"Bernhard Stomporowski","M","185","70","Germany",87
87756,"Andrew Murray Stone","M",,,"New Zealand",157
87757,"Brandon Michael Stone","M","180","65","South Africa",206
87758,"Andrew Hashbrauck  Stone","M","190","91","United States",238
87759,"Genevra  Stone","F","183","71","United States",238
87760,"Joanna  Stone (-Nixon)","F","173","66","Australia",13
87761,"Kylie Anne Stone (McCall-)","F","160","58","Canada",41
87762,"Nelson Stone","M","179","75","Papua New Guinea",169
87763,"Nicole  Stone","F","173","58","United States",238
87764,"Penelope Marie  Stone","F","172","72","United States",238
87765,"Richard Charles Stone","M","177","74","Australia",13
87766,"Robert Alan  Stone","M","176","71","Australia",13
87767,"Sarmte Stone","F","180","82","Soviet Union",
87768,"Dwight Edwin Stones","M","197","81","United States",238
87769,"Casey Jean Stoney","F","173","64","Great Britain",234
87770,"Clementine Stoney","F","179","63","Australia",13
87771,"Kristina Farrar  Stookey","F","165","55","United States",238
87772,"Martina Stoop","F","168","55","Switzerland",216
87773,"Jan Stopczyk","M","182","85","Poland",174
87774,"Viktoriya Ivanivna  Stopina","F","176","54","Ukraine",232
87775,"Czesawa Stopka","F",,,"Poland",174
87776,"Jzef Stopka","M","182","82","Poland",174
87777,"Hestrie Storbeck-Cloete (-Els)","F","185","68","South Africa",206
87778,"Erik Storck","M","180","72","United States",238
87779,"Botond Storcz","M","183","87","Hungary",104
87780,"Beta Storczer (-Martinek)","F","162","47","Hungary",104
87781,"Larry Delray Stordahl","M","175","77","United States",238
87782,"Signe Marie Fidje Store","F","167","69","Norway",164
87783,"Kjell Storelid","M","175","77","Norway",164
87784,"Robert Hargan  Storey","M","183","91","Canada-1",41
87785,"Brian Storey","M","178","75","Canada",41
87786,"Dudley Leonard Storey","M","179","84","New Zealand",157
87787,"John Storey","M","186","85","New Zealand",157
87788,"Samuel  Storey","M","180","71","Ireland",110
87789,"Stuart Ellis Storey","M","183","75","Great Britain",234
87790,"Evfemija torga","F","169","68","Slovenia",203
87791,"ge Storhaug","M","176","68","Norway",164
87792,"Jan Egil Storholt","M","183","79","Norway",164
87793,"Irina tork","F","169","49","Estonia",73
87794,"Jeffery Malcolm  Stork","M","190","91","United States",238
87795,"Sture Henrik Stork","M","178","79","Rush VII",215
87796,"David Storl","M","198","117","Germany",87
87797,"Lene Glesen Storlkken","F","162","55","Norway",164
87798,"James Eugene  Storm","M","202","95","United States",238
87799,"Michael Earle  Storm","M","180","77","United States",238
87800,"Simone Storm","F","176","62","Brazil",31
87801,"Timothy  Storm","M","190","83","Canada",41
87802,"Rochelle Anne Stormont (-Yoakley)","F","157","52","New Zealand",157
87803,"Anne Grethe Stormorken","F","165","61","Netherlands",155
87804,"Mykhailo Mykhailovych Storozhenko","M","182","82","Soviet Union",
87805,"Stephanie Storp","F","194","95","Germany",87
87806,"Nancy Hitchcock Storrs","F","173","75","United States",238
87807,"Elizabeth Louise  Storry","F","173","74","Great Britain",234
87808,"Rolf Storsveen","M",,,"Norway",164
87809,"Ccile Storti","F","165","50","France",80
87810,"Alexander  Story","M","203","104","Great Britain",234
87811,"Joseph Bradley  Story","M","170","77","United States",238
87812,"Sebastian Stoss","M","193","93","Austria",14
87813,"Samantha Jane Stosur","F","175","68","Australia",13
87814,"Etienne Stott","M","182","83","Great Britain-1",234
87815,"Niall Craig Stott","M","168","75","Great Britain",234
87816,"Philippe Stott","M","184","80","France",80
87817,"Rebekah Ashley Stott","F","172","70","New Zealand",157
87818,"Horst Stottmeister","M","182","82","East Germany",
87819,"Amar'e Carsares Stoudemire","M","200","102","United States",238
87820,"Sharon Marie Stouder (-Clark)","F","173","61","United States",238
87821,"Eric Stoupel","M","185","78","Belgium",21
87822,"Jennifer Elaine  Stoute (-Regis)","F","175","65","Great Britain",234
87823,"Michael Clifford Stoute","M","170","63","Barbados",19
87824,"William Gilbert  Stovall","M","175","68","United States",238
87825,"Nira Stove (-Windeatt)","F","163","64","Australia",13
87826,"Juno Jean Pope Stover-Irwin (-Cox)","F","160","50","United States",238
87827,"William Arthur  Stowe","M","191","89","United States",238
87828,"Belinda Josephine Marion Stowell","F","172","68","Australia",13
87829,"Julia Gray Stowers","F","185","66","United States",238
87830,"Angel Metodiev Stoyanov","M","180","75","Bulgaria",35
87831,"Angel Stoyanov","M","175","73","Bulgaria",35
87832,"Blagovest Nikolov Stoyanov","M","183","86","Bulgaria",35
87833,"Dimitar Yanchev Stoyanov","M","166","67","Bulgaria",35
87834,"Georgi Stoyanov","M","173","66","Bulgaria",35
87835,"Khristo Stoyanov","M","184","80","Bulgaria",35
87836,"Lachezar M. Stoyanov","M","190","90","Bulgaria",35
87837,"Nedyalko Stoyanov","M","180","84","Bulgaria",35
87838,"Petar Stoyanov","M","185","76","Bulgaria",35
87839,"Stoyan Stoyanov","M","187","84","Bulgaria",35
87840,"Stoyan Koev Stoyanov","M","170","70","Bulgaria",35
87841,"Stoyan Dobrev Stoyanov","M","179","77","Bulgaria",35
87842,"Svetoslav Stoyanov","M","182","80","Bulgaria",35
87843,"Ventseslav Stoyanov","M","170","65","Bulgaria",35
87844,"Boryana Petrova Stoyanova","F","158","45","Bulgaria",35
87845,"Desislava Stoyanova","F","169","59","Bulgaria",35
87846,"Elena Simeonova Stoyanova","F","172","90","Bulgaria",35
87847,"Liliya Nikolova Stoyanova","F","179","69","Bulgaria",35
87848,"Mariana Stoyanova","F","185","72","Bulgaria",35
87849,"Mariya Stoyanova","F","183","75","Bulgaria",35
87850,"Neli Stoyanova","F","164","60","Bulgaria",35
87851,"Penka Stoyanova","F","183","75","Bulgaria",35
87852,"Radka Yordanova Stoyanova","F","185","85","Bulgaria",35
87853,"Petar Stoychev","M","174","66","Bulgaria",35
87854,"Petar Raychev Stoychev","M","193","90","Bulgaria",35
87855,"Trendafil Stoychev","M","170","82","Bulgaria",35
87856,"Tsvetanka Stoycheva","F","174","63","Bulgaria",35
87857,"Darlene Anne Stoyka","F","160","54","Canada",41
87858,"Angel Bonchev Stoykov","M","180","84","Bulgaria",35
87859,"Damyan Ivanov Stoykov","M","187","120","Bulgaria",35
87860,"Kostadin Stoykov","M","199","85","Bulgaria",35
87861,"Krasimir Stoykov","M",,,"Bulgaria",35
87862,"Stefan Stoykov","M","189","76","Bulgaria",35
87863,"Stefan Georgiev Stoykov","M","184","80","Bulgaria",35
87864,"Stefan Tsvetanov Stoykov","M","160","50","Bulgaria",35
87865,"Georgi Ivanov Stoykovski","M","173","71","Bulgaria",35
87866,"Johannes Nicolaas Maria  Straathof","M","189","82","Netherlands",155
87867,"Barbara Stracey (-Minshall)","F","155","50","Canada",41
87868,"John Henry Stracey","M","170","60","Great Britain",234
87869,"Anthonique Strachan","F","168","57","Bahamas",16
87870,"Jasmin Lanaran Strachan","F","165","57","Philippines",172
87871,"Linda Caroline Strachan","F","167","56","Great Britain",234
87872,"Rodney  Strachan","M","183","77","United States",238
87873,"Dominik Straga","M","188","84","Croatia",56
87874,"Christine Strahalm","F","154","68","Austria",14
87875,"Marko Strahija","M","200","84","Croatia",56
87876,"Klemen trajhar","M","190","92","Slovenia",203
87877,"Martin Straka","M","178","81","Czech Republic",60
87878,"Josef Straka, Jr.","M","190","89","Czechoslovakia",
87879,"Karen Elizabeth Straker-Dixon","F","165","58","Great Britain",234
87880,"Melissa Natasha Straker-Taylor","F","181","71","Barbados",19
87881,"Gennady Nikolayevich Strakhov","M","177","90","Soviet Union",
87882,"Vyacheslav Vasilyevich Strakhov","M","171","66","Soviet Union",
87883,"Helena Strakov","F","167","55","Czechoslovakia",
87884,"Iva Strakov","F","187","65","Czech Republic",60
87885,"Thilo Stralkowski","M","190","92","Germany",87
87886,"Raluca Strmturaru","F","172","78","Romania",180
87887,"Primo trancar","M","171","63","Slovenia",203
87888,"Asle Strand","M","182","75","Norway-1",164
87889,"Bjarne Anders Strand","M",,,"Norway",164
87890,"Brje Kalevi Strand","M","174","63","Finland",79
87891,"Eric Hans Gunnar Strand","M","182","78","Sweden",215
87892,"Hans Olov Strand","M","195","87","Sweden",215
87893,"Bo Staffan Strand","M","188","74","Sweden",215
87894,"Stig Ivar Strand","M","175","75","Sweden",215
87895,"Britt Marianne Strandberg (-Lundn)","F","167","60","Sweden",215
87896,"Martin Roland Strandberg","M","178","74","Sweden",215
87897,"Rolf Edvin Strandberg","M",,,"Sweden",215
87898,"Are Weierholt Strandli","M","181","69","Norway",164
87899,"Sverre Gunnar Strandli","M","186","93","Norway",164
87900,"Karl Filip Strandman","M",,,"Sweden",215
87901,"Matias Johan Gustav Strandvall","M","190","84","Finland",79
87902,"Eivor Mona-Lisa Strandvall-Pursiainen","F","170","57","Finland",79
87903,"Valeria Straneo","F","165","45","Italy",113
87904,"David Maxwell Strang","M","181","68","Great Britain",234
87905,"Brian Strange","M","179","109","Great Britain",234
87906,"Michael Vincent  Strange","M","175","63","Canada",41
87907,"Nicholas Strange","M","178","74","Great Britain",234
87908,"Kirsten Strange-Campbell","F","176","64","Denmark",64
87909,"Gnther Stranner","M",,,"Austria",14
87910,"Andrea Stranovsk","F","186","76","Slovakia",202
87911,"George Charles Stransky","M","188","77","United States",238
87912,"Steffen Stranz","M","182","71","West Germany",
87913,"Stephen James Strasburg","M","196","98","United States",238
87914,"Renata Straek","F","178","69","Slovenia",203
87915,"Petya Toneva Strashilova (Kireva-)","F","162","54","Bulgaria",35
87916,"Barbara Strass","F","160","63","Austria",14
87917,"Bernd Strasser","M","195","85","Germany",87
87918,"Chantal Strasser","F","180","64","Switzerland",216
87919,"Erika Strasser (-Wutscher)","F","174","74","Austria",14
87920,"Evi Strasser","F","160","55","Canada",41
87921,"Danuta Julia Straszyska (-Kossek)","F","164","56","Poland",174
87922,"Argyro Strataki","F","173","60","Greece",90
87923,"Kaliopi  Stratakis","F","175","62","Greece",90
87924,"Dmitry Ivanovich Stratan","M","196","102","Ukraine",232
87925,"Emanoil Stratan","M","187","86","Romania",180
87926,"Alejandro R. Strtico","M","187","82","Argentina",10
87927,"Oscar S. Strtico","M","170","70","Argentina",10
87928,"Pavel Stratil","M","192","73","Czechoslovakia",
87929,"Jrg Stratmann","M","184","82","West Germany",
87930,"Sarah Straton","F","188","72","Australia-3",13
87931,"Merrily Stratten","F","173","60","Canada",41
87932,"Brooke Stratton","F","168","58","Australia",13
87933,"Sharleen Marie Stratton","F","157","50","Australia",13
87934,"Vernon Gordon Lennox Stratton","M","187","82","Great Britain",234
87935,"Hans-Peter Stratz","M","184","95","West Germany",
87936,"Hansruedi Straub","M","178","77","Switzerland",216
87937,"Hans Straub","M","174","80","Switzerland",216
87938,"Jrgen Straub","M","182","62","East Germany",
87939,"Annegret Strauch (-Hmisch)","F","184","77","East Germany",
87940,"Andrew McDonald  Straughn","M","190","81","Great Britain",234
87941,"Seibert Straughn","M","193","77","Barbados",19
87942,"Yolande Patricia Straughn (-Phillips)","F","155","50","Barbados",19
87943,"Agostino Straulino","M","183","84","Merope III",113
87944,"Krists Straume","M","191","91","Latvia",124
87945,"Astrid Strau","F","187","82","East Germany",
87946,"Thomas Strau","M","189","89","West Germany",
87947,"Scott D. Strausbaugh","M","175","61","United States-1",238
87948,"Michael G. Strauss","M","174","75","Great Britain",234
87949,"Roberto Strauss","M","180","70","Mexico",143
87950,"Jrmy Stravius","M","190","86","France",80
87951,"Odd rnulf Stray","M","183","69","Norway",164
87952,"Olha Volodymyrivna Strazheva","F","152","40","Soviet Union",
87953,"Marica Strameter","F","175","66","Serbia and Montenegro",
87954,"Michele Strazzabosco","M","193","100","Italy",113
87955,"Roman trba","M","175","67","Slovakia-2",202
87956,"Branko trbac","M","187","79","Yugoslavia",220
87957,"Martin trbk","M","191","96","Slovakia",202
87958,"Renta trbkov","F","168","55","Czech Republic",60
87959,"Uwe Streb","M","182","74","West Germany",
87960,"Pascal Strebel","M","176","66","Switzerland",216
87961,"Sigita Streen-Maeikait","F","183","76","Soviet Union",
87962,"Picabo Street","F","170","74","United States",238
87963,"Kareem Streete-Thompson","M","183","91","Cayman Islands",42
87964,"Martin Strege","M","178","63","Germany",87
87965,"lldik Strehli","F","172","65","Hungary",104
87966,"Jacek Franciszek Streich","M","190","95","Poland",174
87967,"Joachim Streich","M","172","75","East Germany",
87968,"Marianne Streifler","F","162","45","West Germany-3",
87969,"Mario Streit","M","200","92","East Germany",
87970,"Mark Streit","M","181","93","Switzerland",216
87971,"Georg Streitberger","M","185","94","Austria",14
87972,"Dietmar Streitler","M","170","72","Austria",14
87973,"Miroslav Strejek","M","176","86","Czechoslovakia",
87974,"Rudolf Strejek","M","185","114","Czechoslovakia",
87975,"Boris Strel","M","173","70","Yugoslavia",220
87976,"Ingeborg  Strell","F","155","50","Austria-2",14
87977,"Oleksandr Oleksandrovych Streltsov","M","187","93","Ukraine",232
87978,"Vadim Nikolayevich Streltsov","M","170","94","Belarus",20
87979,"Beata Stremler","F","169","58","Poland",174
87980,"Ernst Streng","M","175","67","Germany",87
87981,"Jnis Strenga","M","183","92","Latvia-1",124
87982,"Patrik Sten Ola Strenius (Johansson-)","M","174","75","Sweden",215
87983,"Andrew Edward Strenk","M","188","75","United States",238
87984,"Thorsten Streppelhoff","M","198","90","Germany",87
87985,"Serge Stresser","M","156","56","France",80
87986,"Ivan Alekseyevich Stretovich","M","170","59","Russia",181
87987,"Oleksandr Serhiyovych Stretskiy","M","181","69","Ukraine",232
87988,"Rolf Streuli","M","188","80","Switzerland",216
87989,"Luisa Striani","F","176","65","Italy",113
87990,"Carlos Andrs Stricker","M","185","85","Argentina",10
87991,"Erwin Stricker","M","172","74","Italy",113
87992,"Tal Stricker","M","182","70","Israel",112
87993,"James  Stride","M","187","85","Australia",13
87994,"Margaret  Stride (McGowen-)","F","167","61","Canada",41
87995,"Otmar Striedinger","M","184","91","Austria",14
87996,"Kordula Striepecke","F","174","65","Germany",87
87997,"Christa Striezel (Herzog-)","F","168","58","West Germany",
87998,"Daniel Strigel","M","196","97","Germany",87
87999,"Sheila Strike (-Bolla, -Smith)","F","188","70","Canada",41
88000,"Simona Dumitria Strimbeschi-Muat","F","183","80","Romania",180
88001,"Donald Weir  Stringer","M","188","81","Canada",41
88002,"Donald D. Stringer","M","192","90","Great Britain",234
88003,"Savante Stringfellow","M","191","84","United States",238
88004,"Ratko tritof","M","195","102","Croatia",56
88005,"Rolf Strittmatter","M","180","70","Switzerland",216
88006,"Oleg Strizhakov","M","179","61","Unified Team",
88007,"Franz Strizik","M","185","99","Austria",14
88008,"Manuel trlek","M","182","82","Croatia",56
88009,"Martin Strnad","M","182","83","Czech Republic",60
88010,"Andrea Strnadov","F","175","63","Czechoslovakia",
88011,"Michala Strnadov-Mrzkov","F","162","58","Czech Republic",60
88012,"Jlius Strnisko","M","188","102","Czechoslovakia",
88013,"Eric Martin Strobel","M","178","79","United States",238
88014,"Martin Strobel","M","189","90","Germany",87
88015,"Mrcis trobinders","M","186","85","Latvia",124
88016,"Rolands trobinders","M","190","103","Latvia",124
88017,"Claudia Strobl","F","165","63","Austria",14
88018,"Fritz Strobl","M","187","95","Austria",14
88019,"Jochen Strobl","M","175","63","Italy",113
88020,"Gijze Stroboer","M","192","87","Netherlands",155
88021,"Attila Strochmayer (Strohmayer)","M","187","84","Hungary",104
88022,"Wolfgang Strdter","M","174","72","West Germany",
88023,"Silvia Alexandra Stroescu","F","156","48","Romania",180
88024,"Willem  Stroetinga","M","176","70","Netherlands",155
88025,"Vadim Sergeyevich Strogalyev","M","183","76","Russia",181
88026,"Yuliyan Mikhaylov Strogov","M","170","53","Bulgaria",35
88027,"Helga Stroh","F","182","64","Germany",87
88028,"Rainer Strohbach","M","182","78","East Germany",
88029,"Arno Strohmeyer","M","190","73","Austria",14
88030,"Nataliya Yevhenivna Strohova","F","169","65","Ukraine",232
88031,"Ulrich Strohschneider","M","190","90","Austria",14
88032,"Nicu Florin Stroia (-Gassenheimer)","M",,,"Romania",180
88033,"Mantas Strolia","M","179","77","Lithuania",130
88034,"Vytautas Strolia","M","194","83","Lithuania",130
88035,"Kazimiera Strolien","F","163","58","Lithuania",130
88036,"Hubert Strolz","M","182","76","Austria",14
88037,"Leif Bertil Strm","M","182","86","Sweden",215
88038,"Frank Gran Strm","M","189","77","Sweden",215
88039,"Jim Stefan Strm","M","170","48","Sweden",215
88040,"Carin Strmberg","F","184","83","Sweden",215
88041,"Malin Maria Birgitta Strmberg","F","165","59","Sweden",215
88042,"Mika Juhani Strmberg","M","182","84.5","Finland",79
88043,"Mris trombergs","M","186","90","Latvia",124
88044,"Zuzana Stromkov","F","171","61","Slovakia",202
88045,"Mia Marianne Strmmer","F","171","75","Finland",79
88046,"Anna-Karin Elisabet Strmstedt","F","173","64","Sweden",215
88047,"Judith Ann  Strong","F","172","66","United States",238
88048,"Kenneth  Strong","M","180","83","Austria",14
88049,"Lori Gail Strong (-Ballard)","F","157","52","Canada",41
88050,"Peter Strong","M","172","67","Great Britain",234
88051,"Shirley Elaine Strong","F","173","63","Great Britain",234
88052,"Karen Ann Strong-Hearth","F","171","58","Canada",41
88053,"Eberhard Stroot","M","182","78","West Germany",
88054,"Ellen Strophal-Streidt (-Wendland-)","F","168","55","East Germany",
88055,"Annabella Stropparo","F","162","50","Italy",113
88056,"Erika Strenreuther (-Gernandt)","F","174","66","Germany",87
88057,"John Mantz Strotbeck, III","M","188","84","United States",238
88058,"Johanna Strotzer (Kuhfu-)","F","172","59","East Germany",
88059,"Panagiotis Stroubakos","M","187","72","Greece",90
88060,"Grzegorz Strouhal","M","182","80","Poland",174
88061,"Andrew George Stroukoff","M",,,"United States-3",238
88062,"Esther Stroy (-Fair)","F","160","48","United States",238
88063,"Simon Strbin","M","181","73","Switzerland",216
88064,"Christine Strbing","F","172","62","East Germany",
88065,"Yelena Struchayeva","F","156","86","Kazakhstan",118
88066,"Gunnar Struckmann","M","188","76","Germany",87
88067,"Jan-Lennard Struff","M","196","87","Germany",87
88068,"Kerri Allyson Strug (-Fischer)","F","142","37","United States",238
88069,"Marjan trukelj","M","183","70","Slovenia",203
88070,"Antoaneta Ivanova Strumenlieva","F","173","57","Bulgaria",35
88071,"Maria Antonietta Rita Strumolo","F","163","59","Italy",113
88072,"Helmut Strumpf","M","162","62","East Germany",
88073,"Stanislav trunc","M","185","82","Czechoslovakia",
88074,"Vra truncov (Linhartov-)","F","175","66","Czechoslovakia",
88075,"Ioana Strungaru (Crciun-)","F","180","77","Romania",180
88076,"Nataliya Gennadyevna Strunnikova","F","182","67","Soviet Union",
88077,"Brbel Struppert (Schrickel-)","F","158","50","East Germany",
88078,"Nicole Sandra Struse","F","170","62","Germany",87
88079,"Faye Strutt (-Marshall)","F","154","54","Canada-2",41
88080,"Gerhard Strutz","M",,,"Austria",14
88081,"Hermann Strutz","M","170","73","Austria",14
88082,"Martina Strutz","F","159","58","Germany",87
88083,"Hans Struzyna","M","188","91","United States",238
88084,"Barbora Strcov (-Zhlavov)","F","164","60","Czech Republic",60
88085,"Trevor Strydom","M",,,"South Africa",206
88086,"Dmitry Strykov","M","185","90","Uzbekistan",240
88087,"Marius Strzalka","M","186","84","Poland",174
88088,"Thomas Paul  Strzalkowski","M","183","75","United States",238
88089,"Jerzy Jzef Strzaka","M","185","88","Poland",174
88090,"Mieczysaw Jzef Strzaka","M","174","72","Poland",174
88091,"Marceli Konrad Strzykalski","M","172","78","Poland",174
88092,"Johan Christian Strm","M","183","90","Norway",164
88093,"Jan-Axel Strm","M","180","74","Norway",164
88094,"Michael Kisby Strm (-Jensen)","M","191","90","Denmark",64
88095,"Roger Strm","M","180","75","Norway",164
88096,"Rolf Greger Strm","M","184","72","Norway",164
88097,"Ole Christian Strmberg","M","189","94","Norway",164
88098,"Frank Juul Strmbo","M","181","110","Denmark",64
88099,"Nils Dag Strmme","M","170","57","Norway",164
88100,"Lars Ove Strm","M","174","58","Norway",164
88101,"Angus Stuart","M",,,"Australia-2",13
88102,"Barry Kenneth Stuart","M","169","72","Australia",13
88103,"Bianca Stuart","F",,,"Bahamas",16
88104,"Katherine Louise Stuart","F","169","60","Great Britain",234
88105,"Marian Stuart (-Johnson)","F","160","50","Canada",41
88106,"Wray  Stuart","M","163","65","Great Britain",234
88107,"Christian Stubbe","M","183","60","Germany",87
88108,"Simeon Stubblefield","M",,,"Liberia",127
88109,"Constance Lorraine Stubbs","F","160","55","Canada",41
88110,"Norris Stubbs","M","173","68","Bahamas",16
88111,"Rennae Stubbs","F","178","65","Australia",13
88112,"Robert Stubbs","M","183","81","Canada",41
88113,"Lisa Christina Stubli","F","158","44","Croatia",56
88114,"Karol Stuchlk","M","180","65","Slovakia-2",202
88115,"Christine Stckelberger","F","162","48","Switzerland",216
88116,"Jennifer  Stuczynski-Suhr","F","183","66","United States",238
88117,"Martin Andreas Studach","M","183","84","Switzerland",216
88118,"Sara Studebaker (-Hall)","F","168","59","United States",238
88119,"Drte Stdemann","F","170","59","East Germany",
88120,"Katarna Studenkov","F","172","63","Slovakia",202
88121,"Klavdiya Viktorinva Studennikova","F","172","56","Soviet Union",
88122,"Thomas Studhalter","M","193","87","Switzerland",216
88123,"Catur Mei Studi","M","160","60","Indonesia",107
88124,"Marina Guryevna Studneva (Babenko-)","F","182","80","Soviet Union",
