"id","name","sex","height","wheight","team","id_country"
4556,"Leonidas Asprilla","M","164","57","Colombia",51
4557,"Valerio Aspromonte","M","187","84","Italy",113
4558,"Anatoly Khamidullayevich Asrabayev","M",,,"Unified Team",
4559,"Ne'matullo Asronqulov","M","188","90","Tajikistan",218
4560,"Salah Assad","M","181","72","Algeria",3
4561,"Johanis  Assadoma","M","168","54","Indonesia",107
4562,"Rustam Skhatbiyevich Assakalov","M","183","85","Uzbekistan",240
4563,"Jeanine Assani Issouf","F","170","53","France",80
4564,"Khalid Assar","M","198","99","Egypt",69
4565,"Omar Muhammadi Muhammad Muhammad Assar","M","196","93","Egypt",69
4566,"Samer Zuhair Assassa","M",,,"Syria",217
4567,"Sarkis Assatourian","M","176","64","Iran",108
4568,"Abraham Assefa","M","165","51","Ethiopia",75
4569,"Meskerem Assefa Legesse (Wondimagegn)","F","161","43","Ethiopia",75
4570,"Sofia Assefa Abebe","F","167","52","Ethiopia",75
4571,"Tigist Assefa","F","168","53","Ethiopia",75
4572,"Sonia Asselah","F","176","78","Algeria",3
4573,"Jonathan E. T. Asselin","M","183","82","Canada",41
4574,"Jenni Anna Christina Asserholt","F","172","71","Sweden",215
4575,"Adam Assimi","M",,,"Benin",23
4576,"Armin Ignaz Assinger","M","191","94","Austria",14
4577,"Mehdi Assous","M","152","51","Algeria",3
4578,"Jos Nicols Astacio","M","166","49","El Salvador",70
4579,"Alina (Galina-) Astafei (-Stavariu, -Kreiig)","F","181","59","Romania",180
4580,"Anton Viktorovich Astakhov","M","176","85","Russia",181
4581,"Polina Hryhorivna Astakhova","F","166","56","Soviet Union",
4582,"Yevgeny Astanin","M","186","80","Uzbekistan",240
4583,"Igor Vyacheslavovich Astapkovich","M","192","120","Unified Team",
4584,"Vladimir Aleksandrovich Astapovsky","M","186","82","Soviet Union",
4585,"Igor Astarloa Askasibar","M","171","60","Spain",209
4586,"Kaspars Astaenko","M","191","92","Latvia",124
4587,"Andrew  Astbury","M","185","81","Great Britain",234
4588,"Paul Aste","M","180","90","Austria-2",14
4589,"Giovanni Maria Astegiano","M","164","62","Italy",113
4590,"Amrico Daniel Astete","M","173","67","Argentina",10
4591,"Raphal Astier","M","180","75","France",80
4592,"Ignacio Astigarraga Uriarte","M","178","72","Spain",209
4593,"Mark Astley","M","180","84","Canada",41
4594,"Luis Astolfi Prez de Guzmn","M","185","73","Spain",209
4595,"Jonathan Jens-Erik strand","M","179","68","Finland",79
4596,"Horst Astroth","M","176","68","Germany",87
4597,"Heidi Astrup","F",,,"Denmark",64
4598,"Silvana Asturias Morel","F","154","55","Guatemala",95
4599,"Glenn Astwood","M","172","70","Bermuda",24
4600,"Gloria Asumnu","F","168","64","Nigeria",160
4601,"rad Suleyman Aumova","F","158","57","Azerbaijan",15
4602,"Casimiro Asumu Nze","M",,,"Equatorial Guinea",71
4603,"Deogracias Asuncion","M","163","54","Philippines",172
4604,"Kjell svestad","M","187","82","Norway",164
4605,"Wathiq Aswad Mohyi","M","184","75","Iraq",109
4606,"Sutham Aswanit","M","154","66","Thailand",219
4607,"Halina Aszkieowicz (-Wojno)","F","179","70","Poland",174
4608,"Leslie Ata","M",,"70.5","Solomon Islands",204
4609,"Sanaa Atabrour","F","158","49","Morocco",149
4610,"Choucri Atafi","M","180","96","Morocco",149
4611,"Solomon Ataga","M","195","93","Nigeria",160
4612,"Hurit Atak","M","162","62","Turkey",227
4613,"Jorge Nicols Atalah Moya","M","170","70","Chile",45
4614,"Nicolas Atalah","M","175","75","Chile",45
4615,"Mahmut Atalay","M","171","78","Turkey",227
4616,"Volodymyr Mykolaiovych Atamas","M","181","76","Soviet Union",
4617,"Yahya Atan","M","168","68","Malaysia",134
4618,"Aleksandar Atanasijevi","M","201","84","Serbia",197
4619,"Virgil Atanasiu","M","174","68","Romania",180
4620,"Valentina Atanaskovski","F","166","64","Yugoslavia",220
4621,"Atanas Gospodinov Atanasov","M","191","126","Bulgaria",35
4622,"Atanas Vasilev Atanasov","M","179","77","Bulgaria",35
4623,"Dinko Atanasov","M","194","80","Bulgaria",35
4624,"Georgi Atanasov","M","185","81","Bulgaria",35
4625,"Ivan Stankov Atanasov","M","173","68","Bulgaria",35
4626,"Ivan Atanasov","M",,,"Bulgaria",35
4627,"Malin Atanasov","M",,,"Bulgaria",35
4628,"Margarit Atanasov","M","169","64","Bulgaria",35
4629,"Nikolay Atanasov Atanasov","M","187","75","Bulgaria",35
4630,"Stanimir Atanasov","M","178","89","Bulgaria",35
4631,"Svetoslav Atanasov","M","175","70","Bulgaria",35
4632,"Tsancho Atanasov","M","167","89","Bulgaria",35
4633,"Valentin Georgiev Atanasov","M","188","95","Bulgaria-1",35
4634,"Gabriela Atanasova","F","169","44","Bulgaria",35
4635,"Rayna Atanasova","F","166","62","Bulgaria",35
4636,"Zlatina Atanasova Dimitrova","F","165","58","Bulgaria",35
4637,"Laureano Atanes Venegas","M","165","57","Spain",209
4638,"Delphine Bertille Atangana Bodo","F","170","56","Cameroon",40
4639,"Ernest Atangana Mboa","M","168","67","Cameroon",40
4640,"Igor Viktorovich Atanov","M","176","74","Soviet Union",
4641,"Ahmed Ghithe G Atari","M","179","70","Qatar",177
4642,"Serkan Atasay","M","176","70","Ukraine",232
4643,"Augustine Atasie","M","165","62","Nigeria",160
4644,"Demir Atasoy","M","192","85","Turkey",227
4645,"Vyacheslav Vladimirovich Atavin","M","199","93","Soviet Union",
4646,"Abbos Atayev","M","186","75","Uzbekistan",240
4647,"Nariman Atayev","M","174","67","Uzbekistan",240
4648,"Galina Atayeva","F","155","48","Turkmenistan",228
4649,"Merdan Ataew","M","196","80","Turkmenistan",228
4650,"Mariam Atchak","F","160","53","Iran",108
4651,"Sarah Atcho","F","180","63","Switzerland",216
4652,"Angela Atede","F","170","66","Nigeria",160
4653,"Yehuda Atedji","M","174","68","Israel",112
4654,"Jan Willem Aten","M","189","100","Brazil",31
4655,"zer Atei","M","180","72","Turkey",227
4656,"Emmanouela Athanasiadi","F","176","65","Greece",90
4657,"Georgios Athanasiadis","M","168","68","Greece",90
4658,"Ioannis Athanasiadis","M","155","55","Greece",90
4659,"Marios Athanasiadis","M","179","70","Cyprus",59
4660,"Areti Athanasopoulou","F","168","57","Greece",90
4661,"Gary Wayne Athans","M",,,"Canada",41
4662,"Nigel William Atherfold","M","189","89","New Zealand",157
4663,"Courtney Andrew Atherly","M","160","60","Guyana",99
4664,"Athirson Mazolli e Oliveira","M","181","78","Brazil",31
4665,"Soule Soilihi Athoumane","M","180","75","Comoros",52
4666,"Ron Atias","M","170","58","Israel",112
4667,"Hseyin Atc","M","188","118","Turkey",227
4668,"Nancy Atiez Snchez","F","183","75","Cuba",57
4669,"Manzoor Hussain Atif","M","187","73","Pakistan",166
4670,"Damir Atikovi","M",,,"Croatia",56
4671,"Teddy H. Atine-Venel","M","184","77","France",80
4672,"Dennis Atiyeh","M","185","130","Syria",217
4673,"Joseph Atiyeh","M",,"82","Syria",217
4674,"Tracey Ann Atkin","F","170","57","Great Britain",234
4675,"Derrick Atkins","M","185","88","Bahamas",16
4676,"Henrico O. Atkins","M","173","60","Barbados",19
4677,"Gillian  Atkins","F","165","65","Great Britain",234
4678,"Alia Shanee Atkinson","F","172","71","Jamaica",114
4679,"Amy Atkinson","F","165","55","Guam",94
4680,"Courtney Atkinson","M","176","68","Australia",13
4681,"Janelle Anya Monique Atkinson (-Wignall)","F","168","66","Jamaica",114
4682,"Jeffrey Patrick  Atkinson","M","185","68","United States",238
4683,"Jevon Atkinson","M","173","73","Jamaica",114
4684,"Joanne Louise Atkinson","F","165","62","Great Britain",234
4685,"John David Atkinson","M","184","71","Australia",13
4686,"Leigh Atkinson","M","184","77","Great Britain",234
4687,"Arnr Atlason","M","191","91","Iceland",105
4688,"smet Atl","M","173",,"Turkey",227
4689,"Mert Atl","M","191","70","Turkey",227
4690,"Sleyman Atl","M","168","57","Turkey",227
4691,"Mohamed Atmani","M","171","66","Morocco",149
4692,"Igor Stepanovich Atrokhov","M","175","70","Russia",181
4693,"Anzhelika Petrovna  Atroshchenko (-Kinet)","F","176","58","Unified Team",
4694,"Safouane Attaf","M","178","81","Morocco",149
4695,"Daniel Attah","M","170","57","Nigeria",160
4696,"Alain Pierre Attalah","M","188","88","Egypt",69
4697,"David Attan","M","191","71","Kenya",119
4698,"Antonio Attanasio","M","171","69","Italy",113
4699,"Sarah Amer Attar","F","165","52","Saudi Arabia",195
4700,"Mehdi Attar Ashrafi","M","168","75","Iran",108
4701,"Charlene Maria Attard","F","167","60","Malta",137
4702,"Teneal Attard","F","161","59","Australia",13
4703,"Ali Gkhan Attarolu","M","190","82","Turkey",227
4704,"Ahmad Mohamed Attellesey","M",,,"Libya",128
4705,"Loc Attely","M","178","84","France",80
4706,"Alessandro Attene","M","183","75","Italy",113
4707,"Robert Allan  Attersley","M","178","74","Canada",41
4708,"Caroline Attia","F","157","55","France",80
4709,"Raafat Helmi Attia","M",,,"United Arab Republic",
4710,"Philip Mawuli  Attipoe","M","173","68","Ghana",88
4711,"Saad Attiya Hafidh","M","182","73","Iraq",109
4712,"Kim Attlesey","F","171","59","United States",238
4713,"Francesco Attolico","M","193","85","Italy",113
4714,"Winston Attong","M","162","68","Trinidad and Tobago",225
4715,"Mohamed Attoumane","M",,,"Comoros",52
4716,"Manu Attri","M","172","73","India",106
4717,"Louis Mark Attrill","M","193","95","Great Britain",234
4718,"Cecil Jones Attuquayefio","M","173","66","Ghana",88
4719,"Amjad Attwan Kadhim","M","180","72","Iraq",109
4720,"Lesley Attwell","F","162","65","Canada",41
4721,"Paul Jason Attwood","M","180","97","Great Britain",234
4722,"Aly Atty","M",,,"Senegal",196
4723,"Aloysius Atuegbu","M","165",,"Nigeria",160
4724,"Joe Atuhaire","M","168","66","Uganda",231
4725,"James A. Atuti","M","188","80","Kenya",119
4726,"Shane Atwell","M",,,"Barbados",19
4727,"Duncan Fuller MacTavish Atwood","M","186","98","United States",238
4728,"Susanne Jean  Atwood","F","170","66","United States",238
4729,"Fernando Atzori","M","158","51","Italy",113
4730,"Leo Atzwanger","M","173","73","Italy",113
4731,"Au Sin Ying","F","167","66","Hong Kong",47
4732,"Hoi Shun  Au","F","172","56","Hong Kong",47
4733,"Au Woon Yiu","M","168","65","Hong Kong",47
4734,"Pierre-Emerick Emiliano Aubameyang","M","187","77","Gabon",84
4735,"Ott Zsolt Aubli","M","186","110","Hungary",104
4736,"Laia Aubert Torrents","F","165","57","Spain",209
4737,"Philippe Aubert","M","172","78","Switzerland",216
4738,"Sandrine Aubert","F","181","66","France",80
4739,"Philippe Aubertin","M","185","77","France",80
4740,"Rene Lynn Aubin","F","172","63","Canada",41
4741,"David Camillo  Auble","M","168","57","United States",238
4742,"Felix Aubck","M","198","85","Austria",14
4743,"Chelsea Ann Aubry","F","188","82","Canada",41
4744,"William Andrew John Aucamp","M","192","81","South Africa",206
4745,"Susan Margaret Auch","F","172","65","Canada",41
4746,"Adrian Mark Aucoin","M","188","94","Canada",41
4747,"Marie-Claude Audet","F","165","64","Canada",41
4748,"Martine Audin (-Bonin)","F","154","49","France",80
4749,"Nadine Audin (-Bredillet)","F","160","50","France",80
4750,"Marc Audineau","M","170","68","France",80
4751,"Marco Audisio","M","183","73","Italy",113
4752,"Michel Audoin","M","185","85","France",80
4753,"Richard Audoly","M","171","58","France",80
4754,"Musa Audu","M","174","75","Nigeria",160
4755,"Christian Auer","M","157","71","Austria",14
4756,"Doris Auer","F","168","65","Austria",14
4757,"Gerhard Auer","M","189","95","West Germany",
4758,"Josef-Georg Auer","M","170","57","Austria",14
4759,"Monika Auer","F","160","59","Italy",113
4760,"Victor Lee  Auer","M","175","73","United States",238
4761,"Wilfried Auerbach","M","190","91","Austria",14
4762,"Ingrid Auerswald-Lange (Brestrich-)","F","168","58","East Germany",
4763,"Franziska Christine  Aufdenblatten","F","173","68","Switzerland",216
4764,"Sandra Auffarth","F","170","57","Germany",87
4765,"Benjamin Auffret","M","166","54","France",80
4766,"Inger Reidun Aufles (Dving-)","F","165","54","Norway",164
4767,"Andrus Aug","M","190","83","Estonia",73
4768,"Laura Marie Aug","F","175","60","France",80
4769,"Myrtle Sharon Mary Augee","F","171","91","Great Britain",234
4770,"Haley Ruth Augello","F","157","54","United States",238
4771,"Isabelle Auger","F","170","63","Canada",41
4772,"Jean-Nol Augert","M","180","72","France",80
4773,"Jean-Pierre Augert","M",,,"France",80
4774,"Jordan Augier","M","171","53","Saint Lucia",187
4775,"Axel Louis Augis","M","172","71","France",80
4776,"Stacey Orlando Augmon","M","200","87","United States",238
4777,"Judith Augoustides (Deister-)","F","187","74","South Africa",206
4778,"Bndicte Augst","F","172","55","France",80
4779,"Marlon August-Accio","M","180","81","South Africa",206
4780,"Josef Augusta","M","179","86","Czechoslovakia",
4781,"Patrik Augusta","M","178","77","Czechoslovakia",
4782,"Azea Augustama","M","180","81","Haiti",100
4783,"Celestin Augustin","M","160","51","Madagascar",132
4784,"Eduard Augustin","M","177","73","East Germany",
4785,"Jean Fernando Augustin","M","180","75","Mauritius",141
4786,"Jean-Marc Augustin","M","172","54","France",80
4787,"Dionisio Augustine, II","M","153","65","Federated States of Micronesia",144
4788,"Stephen  Augustine","M","180","70","British Virgin Islands",33
4789,"Jssica de Barros Augusto","F","162","44","Portugal",175
4790,"Karl Magnus Augustson","M","185","100","Sweden",215
4791,"Daniel jvind  Augustsson (-Sjberg)","M","196","90","Sweden",215
4792,"Seimone Delicia Augustus","F","183","74","United States",238
4793,"Olutoyin  Augustus","F","175","68","Nigeria",160
4794,"John Lee Augustyn","M","178","65","South Africa",206
4795,"Kamila Anna Augustyn","F","168","62","Poland",174
4796,"Rafa Augustyn","M","180","82","Poland",174
4797,"Benedykt Stanisaw Augustyniak","M","185","84","Poland",174
4798,"Klaus Auhuber","M","186","88","West Germany",
4799,"Angelika Aukenthaler","F","164","57","Italy",113
4800,"Apti Khamzatovich Aukhadov","M","178","85","Russia",181
4801,"Anders Aukland","M","181","72","Norway",164
4802,"Loredana Auletta","F","170","69","Italy",113
4803,"Miika Juha Ilmari Aulio","M","174","65","Finland",79
4804,"Salulolo Aumua","M",,,"Samoa",191
4805,"Rein Aun","M","189","88","Soviet Union",
4806,"Aung Aye Aye","F","173","75","Myanmar",151
4807,"Ove Robert Aunli","M","183","75","Norway",164
4808,"Berit Kristine Aunli-Kvello","F","170","56","Norway",164
4809,"Dominique Auprtre","F","146","48","France",80
4810,"Thomas Auracher","M","187","112","Germany",87
4811,"Aleksander Aurdal","M","178","84","Norway",164
4812,"Aldo Aureggi","M",,,"Italy",113
4813,"Pietro Aurino","M","180","81","Italy",113
4814,"Marja Anneli Auroma (Korhonen-)","F","156","53.5","Finland",79
4815,"Philippe Aurox","M",,,"France",80
4816,"Lauri Aus","M","179","75","Estonia",73
4817,"Walter Auerdorfer","M","178","75","Italy",113
4818,"Erika Auersdorfer","F","168","60","Italy",113
4819,"Simon  Auseth","M","180","71","Norway",164
4820,"Jos Luis Aussn Surez","M","174","63","Mexico",143
4821,"Frederik Berggraf Austb","M","165","55","Norway",164
4822,"Patrick B. Austen","M",,,"Great Britain",234
4823,"Birgitt Austermhl","F","171","60","Germany",87
4824,"Elin Austevoll","F","177","73","Norway",164
4825,"Andrew Peter Austin","M","185","84","Great Britain",234
4826,"Ben Austin","M","185","78","Australia",13
4827,"Brett William Austin","M","184","82","New Zealand",157
4828,"Charles Allen Austin","M","183","77","United States",238
4829,"James William Austin","M","188","100","Great Britain",234
4830,"Julian Austin","M","188","73","Canada",41
4831,"Michael MacKay  Austin","M","185","85","United States",238
4832,"Shrone Austin","F","175","70","Seychelles",198
4833,"Stephen John  Austin","M","174","65","Australia",13
4834,"Timothy  Austin","M","167","51","United States",238
4835,"Carl Auteried, Sr.","M","172","74","Evita VI",14
4836,"Carl Auteried, Jr.","M","190","94","Austria",14
4837,"Thomas  Auth","M","185","74","United States",238
4838,"Asko Antero Autio","M","172","67","Finland",79
4839,"Eila Kaarina Autio (-Helle)","F","164","51","Finland",79
4840,"Margaret M. Auton","F","175","63","Great Britain",234
4841,"Natalia Autric Amarillo de Sancho","F","168","59","Spain",209
4842,"Antti-Matias Antero  Autti","M","177","68","Finland",79
4843,"Bastien Auzeil","M","195","89","France",80
4844,"Nadine Auzeil-Schoellkopf","F","176","60","France",80
4845,"Avaavau Avaavau","M","166","63","Samoa",191
4846,"Raffaele Avagnano","M","180","78","Italy",113
4847,"Aram Avagyan","M","173","56","Armenia",11
4848,"Evaristo Avalos Galindo","M","166","62","Mexico",143
4849,"Juan valos Carballo","M","170","80","Spain",209
4850,"Olga Avalos-Appell","F","173","59","Mexico",143
4851,"Marek Avamere","M","191","85","Estonia",73
4852,"Fatih Avan","M","183","90","Turkey",227
4853,"Henrique Avancini","M","176","67","Brazil",31
4854,"Izzet Avc","M","178","82","Turkey",227
4855,"Vule Avdalovi","M","194","85","Serbia and Montenegro",
4856,"Nazeli  Avdalyan","F","157","69","Armenia",11
4857,"Aleksandrs Avdejevs","M","193","91","Soviet Union",
4858,"Anatoly Avdeyev","M","170","76","Soviet Union",
4859,"Anton Alekseyevich Avdeyev","M","174","85","Russia",181
4860,"Mikhail Aleksandrovich Avdeyev","M","179","105","Belarus",20
4861,"Anna Mikhaylovna Avdeyeva","F","175","100","Russia",181
4862,"Hennadiy Valentynovych Avdieienko","M","202","82","Soviet Union",
4863,"Liudmyla Stepanivna Avdieienko (Petrus-)","F","180","62","Soviet Union",
4864,"Oleh Avdieiev","M","174","72","Ukraine-2",232
4865,"Poloni D. Avek","F","153","53","Papua New Guinea",169
4866,"Francisco Jos  Avelar","M","165","57","El Salvador",70
4867,"Rafel Aveleyra","M","180",,"Mexico",143
4868,"Jorge Luis Avellan Chamorro","M",,,"Nicaragua",158
4869,"Juhani Kari Kalervo Avellan","M","171","80","Finland",79
4870,"Giuseppe Avellone","M","175","70","Italy",113
4871,"Marshall Scott Avener","M","170","55","United States",238
4872,"Giovanni  Averaimo","M","183","84","Italy",113
4873,"Aleksandr  Averbukh","M","178","76","Israel",112
4874,"Ilya Izyaslavovich Averbukh","M","177","68","Russia-3",181
4875,"Aleksandr Dmitriyevich Averin","M","180","69","Soviet Union",
4876,"Maksim Averin","M","189","75","Azerbaijan",15
4877,"Tatyana Borisovna Averina-Barabash","F","165","61","Soviet Union",
4878,"Mattia Aversa","M","179","71","Italy",113
4879,"James B. Avery","M","189","95","Canada",41
4880,"Nigel Seton Avery","M","188","120","New Zealand",157
4881,"Robert  Avery","M","187","76","Great Britain",234
4882,"Nikolay Sergeyevich Averyanov","M","183","80","Russia",181
4883,"Lidiya Arsentyevna Averyanova","F","180","74","Soviet Union",
4884,"Varduhi Avetisyan","F","174","61","Armenia",11
4885,"Yerdzhanik Zhorayevna Avetisyan","F","162","68","Russia",181
4886,"Bruno Valdemar vik","M","173","69","Sweden",215
4887,"Hollie May Avil","F","175","62","Great Britain",234
4888,"Andrea Vernica vila","F","171","55","Argentina",10
4889,"Bonifacio vila","M","178","70","Colombia",51
4890,"Carlos vila","M","168","58","Honduras",103
4891,"Ceiber David vila Segura","M","162","49","Colombia",51
4892,"Edwin Alcibiades vila Vanegas","M","167","63","Colombia",51
4893,"Eulalio Avila Senz","M","198","87","Mexico",143
4894,"Guillermo Avila Paz","M",,,"Bolivia",26
4895,"Hctor Julio Avila","M",,,"Dominican Republic",67
4896,"Ismael Avila","M","171","63","Mexico",143
4897,"Kevin vila Soto","M","190","82","Guatemala",95
4898,"Luis vila","M",,"53","Panama",168
4899,"Mauricio vila","M","170","60","Guatemala",95
4900,"Rgis Trois de vila","M","189","86","Brazil",31
4901,"William Edwin de Jesus Avila Salas","M","170","68","Costa Rica",55
4902,"Jorge Avils Corts","M",,,"Spain",209
4903,"Mykola Viktorovych Avilov","M","191","89","Soviet Union",
4904,"Avirmediin Enkhee","M","161","62","Mongolia",146
4905,"Mariana Avitia Martnez","F","164","61","Mexico",143
4906,"Ruslan Shamilyevich Avleyev","M","198","115","Russia",181
4907,"Eleni Avlonitou","F","165","54","Greece",90
4908,"Nazmi Avluca","M","177","84","Turkey",227
4909,"Giorgio Avola","M","178","72","Italy",113
4910,"Anthony Avon Blume","M",,,"Cameroon",40
4911,"Andrea  Avraam","F","165","50","Cyprus",59
4912,"Elena Avram","F","175","74","Romania",180
4913,"Sorin Aristotel Avram","M","169","68","Romania",180
4914,"Hennadiy Viktorovych Avramenko","M","178","72","Soviet Union",
4915,"Roman Valeriyovych Avramenko","M","185","90","Ukraine",232
4916,"Dimitrios Avramis","M","175","84","Greece",90
4917,"Marian Nedkov Avramov","M","153","48","Bulgaria",35
4918,"Ekaterina Ivanova Avramova","F","180","68","Bulgaria",35
4919,"Nili Avramski","F","162","48","Israel",112
4920,"Patience Avre","F","155","56","Nigeria",160
4921,"Jacky Nicolas Avril","M","176","66","France",80
4922,"Marina Aleksandrovna Avstriyskaya","F","165","47","Soviet Union-3",
4923,"Hovhannes Avtandilyan","M","170","55","Armenia",11
4924,"Nikita Alekseyevich Avtaneyev","M","183","73","Russia",181
4925,"Irina Andreyevna Avvakumova (Taktayeva-)","F","171","57","Russia",181
4926,"Zomou Awa","F",,,"Cote d'Ivoire",61
4927,"Hazem Awaad","M","188","91","Egypt",69
4928,"Ahmed Awad Ahmed Abu Al-Khair","M","165","66","Egypt",69
4929,"Eslam Awad","M","192","86","Egypt",69
4930,"Essam Awad","M","196","83","Egypt",69
4931,"Haitham El-Husseini Awad","M","176","73","Egypt",69
4932,"Samy Awad","M","175","75","Egypt",69
4933,"Baraah Awadallah Marouane","F","164","52","Jordan",117
4934,"Suguru Awaji","M","174","67","Japan",115
4935,"Mansour ul-Haq Awan","M","183","83","Pakistan",166
4936,"Mohd Azizulhasni Awang","M","166","69","Malaysia",134
4937,"Sumie Awara","F","171","61","Japan",115
4938,"Ibrahim Awariki","M","168","67","Lebanon",125
4939,"Issam Awarke","M","175","74","Lebanon",125
4940,"Nduka Awazie","M","172","74","Nigeria",160
4941,"Daniel James Awde","M","182","75","Great Britain",234
4942,"Kehinde Ganiyu Aweda","M","170","54","Nigeria",160
4943,"Rad Aweisat","M","170","70","Palestine",211
4944,"Mark Anthony Awere","M","172","74","Ghana",88
4945,"Aggrey Sheroy Awori","M","188","77","Uganda",231
4946,"Maria Awori","F","160","47","Kenya",119
4947,"Olusola Awosina","M",,"90","Nigeria",160
4948,"Jonas Mikael Axeldahl","M","176","74","Sweden",215
4949,"Albert  Axelrod","M","183","86","United States",238
4950,"Viktor Axelsen","M","194","88","Denmark",64
4951,"Axel Axelsson","M","190","80","Iceland",105
4952,"Anders Per-Johan Axelsson","M","185","86","Sweden",215
4953,"Hans Peter Christian Axelsson","M","189","84","Sweden",215
4954,"Sven-Olov Axelsson (-Gossas)","M","185","72","Sweden",215
4955,"Dumitru Axinte","M","170","77","Romania",180
4956,"Sotirios Axiotiades","M",,,"Lebanon",125
4957,"Oliver Axnick","M","185","82","Germany",87
4958,"Rafael Axpe Elejalde","M","178","88","Spain",209
4959,"Arif Axundov","M","187","70","Azerbaijan",15
4960,"Yeliz Ay (-Yldz)","F","168","60","Turkey",227
4961,"Judith Ayaa","F","174","55","Uganda",231
4962,"William Ayache","M","176","72","France",80
4963,"Labidi Djaouadi Ayachi","M","168","67","Tunisia",226
4964,"Tarek Ayad","M","174","66","Libya",128
4965,"Aldo Eduardo Ayala Riadigos","M","182","78","Argentina",10
4966,"Ana Yessica Ayala Muoz","F",,,"Mexico",143
4967,"Antonio Ayala Arias","M","200","95","Mexico",143
4968,"Celso Rafael Ayala Gaviln","M","182","82","Paraguay",170
4969,"Derlis Ramn Ayala Snchez","M","178","75","Paraguay",170
4970,"Jacinto de Jess Ayala Benjamin","M","155","73","Dominican Republic",67
4971,"Julin Ayala Navarrete","M","171","80","Mexico",143
4972,"Nuria Ayala Mitjavila","F","166","50","Spain",209
4973,"Ramn Ayala","M","188","99","Puerto Rico",176
4974,"Roberto Fabin Ayala","M","177","75","Argentina",10
4975,"Hiwot Ayalew Yeder","F","173","53","Ethiopia",75
4976,"Alpaslan Ayan","M","175","71","Turkey",227
4977,"Almaz Ayana Eba","F","166","47","Ethiopia",75
4978,"Gloria Ayanlaja (-Obajimi)","F","157","45","Nigeria",160
4979,"Anis Al-Ayari","M","179","70","Tunisia",226
4980,"Hassine Ayari","M","189","96","Tunisia",226
4981,"Hela Al-Ayari","F",,"52","Tunisia",226
4982,"Omrane Ayari","M","180","130","Tunisia",226
4983,"Justin Ayassou","M","180",,"Togo",222
4984,"Valriane Ayayi","F","184","72","France",80
4985,"Necdet Ayaz","M","172","61","Turkey",227
4986,"Feridun Aybars","M","190","80","Turkey",227
4987,"Aleksey Petrovich Aydarov","M","187","81","Belarus",20
4988,"Ventsislav Vasilev Aydarski","M","168","60","Bulgaria",35
4989,"Esma Aydemir","F","160","48","Turkey",227
4990,"Naz Aydemir (-Akyol)","F","186","68","Turkey",227
4991,"Sema Aydemir-Apak","F","169","54","Turkey",227
4992,"Merve Aydn","F","170","57","Turkey",227
4993,"Seluk Aydn","M","177","60","Turkey",227
4994,"Kelime Aydn-etinkaya","F","160","54","Turkey",227
4995,"Luiz Antnio Sohni Aydos","M","172","61","Brazil",31
4996,"Diana Aydosova","F","158","50","Kazakhstan",118
4997,"Yekaterina Valeryevna Aydova","F","164","70","Kazakhstan",118
4998,"U Aye Maung Gyi","M","167","76","Myanmar",151
4999,"U Aye Maung Lay","M","167","58","Myanmar",151
5000,"Jacques Aye Abehi","M","172","92","Cote d'Ivoire",61
5001,"Anouar Ayed","M","179","74","Tunisia",226
5002,"Lotfi B. Mohamed Ayed","M","178","75","Sweden",215
5003,"Makrem Ayed","M","170","60","Tunisia",226
5004,"Thomas Ayeko","M","168","58","Uganda",231
5005,"Bayu Ayele","M","163","59","Ethiopia",75
5006,"Luis Ayesa, Jr.","M","193","85","Philippines",172
5007,"Peter Ayesu","M","135","51","Malawi",133
5008,"Phillimon Ayesu","M","163","52","Malawi",133
5009,"Athouhon Louise Aytotch","F","160","56","Cote d'Ivoire",61
5010,"Kwame Ayew","M",,,"Ghana",88
5011,"Camille Anas Ayglon-Saurina","F","180","66","France",80
5012,"Burcu Ayhan (-Yksel)","F","180","59","Turkey",227
5013,"Sreyya Ayhan (-Kop)","F","163","52","Turkey",227
5014,"Ahmet Ayk","M","178","97","Turkey",227
5015,"Miranda Joy Ayim","F","190","72","Canada",41
5016,"Fatai Ayinla-Adekunle","M","179","94","Nigeria",160
5017,"Alain Ayissi","M",,,"Cameroon",40
5018,"Akossiwa Claire Ayivon","F",,,"Togo",222
5019,"Turgut Ayka","M","168","57","Turkey",227
5020,"Astrid C. Ayling (Hohl-)","F","177","75","Great Britain",234
5021,"Louise Ayling","F","167","58","New Zealand",157
5022,"Richard John Ayling","M","193","93","Great Britain",234
5023,"Marian Aylmore (Bell-)","F","159","52","Australia",13
5024,"Luciana Paula  Aymar","F","178","59","Argentina",10
5025,"Thirry Aymes","M","165","63","France",80
5026,"Clia Aymonier","F","161","56","France",80
5027,"Duygu Aynac","F","170","69","Turkey",227
5028,"Gabriel Aynat Ferragut","M","179","73","Spain",209
5029,"Mohammad Aynutdin","M","160","52","Afghanistan",1
5030,"Salehuddin  Ayob","M","172","70","Malaysia",134
5031,"Oscar Ayodi","M","184","94","Kenya",119
5032,"Silver Ayoo","M","188","72","Uganda",231
5033,"Daniel Ayora","M","179","76","Peru",171
5034,"Mara Pia Ayora","F","178","68","Peru",171
5035,"Souheil Ayoub","M","169","61","Lebanon",125
5036,"Sihame Ayouba Ali","F","161","50","Comoros",52
5037,"David Valeryevich Ayrapetyan","M","158","49","Russia",181
5038,"Arthur DeLancey  Ayrault, Jr.","M","193","86","United States",238
