"id","name","sex","height","wheight","team","id_country"
5039,"Garry Ayre","M","180","77","Canada",41
5040,"Sanjay Claude Ayre","M","188","84","Jamaica",114
5041,"Robin Anthony Ayres","M","182","77","Great Britain",234
5042,"ErsinAydin Ayrksa","M",,,"Turkey",227
5043,"Gulnafis Garifollaevna Aytmukhambetova","F","175","67","Kazakhstan",118
5044,"Sarah Lianne Ayton (-Dempsey)","F","167","63","Great Britain",234
5045,"Andrs Antonio Ayub Valenzuela","M","191","120","Chile",45
5046,"Kayum Ayub","M","176","78","Afghanistan",1
5047,"Elias  Ayuso Carrillo","M","192","97","Puerto Rico",176
5048,"Kazm Ayvaz","M","173","70","Turkey",227
5049,"Khurshid Azam","M","171","67","Pakistan",166
5050,"Muhammad Azam Mian","M","160","56","Pakistan",166
5051,"Stphane Azambre","M","175","71","France",80
5052,"Isabelle Azanga","F",,,"Congo (Brazzaville)",53
5053,"William Azanor","M","169","56","Nigeria",160
5054,"Mohamed Azar Hazin","M","176","74","Iran",108
5055,"Maia Azarashvili","F","169","57","Soviet Union",
5056,"Saeed Azarbayjani","M","173","60","Canada",41
5057,"Viktoriya Fyodorovna  Azarenko","F","183","60","Belarus",20
5058,"Ali Reza Azari Arpanah","M",,"82","Iran",108
5059,"Tatyana Nikolayevna Azarova","F","165","54","Kazakhstan",118
5060,"Yelena Yuryevna Azarova","F","165","64","Russia",181
5061,"Albert Azaryan","M","174","72","Soviet Union",
5062,"Eduard Azaryan","M","175","68","Soviet Union",
5063,"Jaime Azcrraga Romandia","M","180","70.5","Mexico",143
5064,"Esteban Azcue Larraaga","M","175","90","Spain",209
5065,"Filiberto Azcuy Aguilera","M","177","74","Cuba",57
5066,"Isaac Azcuy Oliva","M","178","80","Cuba",57
5067,"Muhammad Azeem","M","170","57","Pakistan",166
5068,"Daichi Azegami","M","172","69","Japan",115
5069,"Ned Justeen Azemia","M","177","65","Seychelles",198
5070,"Carlos Antnio  da Rocha Azevedo","M","185","80","Brazil",31
5071,"Ctia Isabel da Silva Azevedo","F","170","50","Portugal",175
5072,"Emily Dianne Azevedo","F","172","80","United States-3",238
5073,"Jorge Azevedo","M","168","70","Brazil",31
5074,"Jos Bento Azevedo Carvalho","M","170","61","Portugal",175
5075,"Tonny Magalhes Azevedo","M","167","63","Brazil",31
5076,"Anthony Lawrence  Azevedo","M","186","90","United States",238
5077,"Abzal Abaytovich Azhgaliyev","M","174","70","Kazakhstan",118
5078,"Yasmina Aziez","F","172","52","France",80
5079,"Aziz Azim","M",,,"Morocco",149
5080,"Hamid Mohamed Azim","M","194","75","Egypt",69
5081,"Moldir Azimbay","F","162",,"Kazakhstan",118
5082,"Orlando Trindade da Ressurreio Ferreira Azinhais","M","170","70","Portugal",175
5083,"Abdul Wahid Aziz","M","174","67","Iraq",109
5084,"Ibrahim Aziz","M","178","68","United Arab Emirates",233
5085,"Mazen Muhammad Aziz Metwaly","M","182","80","Egypt",69
5086,"Tahar Aziz","M","165","48","Morocco",149
5087,"Tariq Aziz","M","167","57","Pakistan",166
5088,"Usama Aziz","M","169","72","Sweden",215
5089,"Ali Reza Azizi","M","167","61","Iran",108
5090,"Masoud Azizi","M","168","64","Afghanistan",1
5091,"Magomed Kurbanovich Azizov","M","165","62","Unified Team",
5092,"Minneula Zinyatovich Azizov","M","171","73","Soviet Union",
5093,"Garikoitz Azkue Lazo","M",,,"Spain",209
5094,"Ahmad Amsyar Azman","M","162","62","Malaysia",134
5095,"Mohamed Azmi","M",,,"United Arab Republic",
5096,"Karina Borisovna Aznavuryan","F","170","59","Russia",181
5097,"Mnica Azn Canalda","F","164","60","Spain",209
5098,"Sandra Azn Canalda","F","171","68","Spain",209
5099,"Jrmie Azou","M","178","71","France",80
5100,"Sam Azoulay","M","174","73","Morocco",149
5101,"Rafael Azpeitia Lpez","M","173","70","Mexico",143
5102,"Csar Azpilicueta Tanco","M","179","75","Spain",209
5103,"Oren Eliahu Azrad","M","186","87","Israel",112
5104,"Vazgen Azroyan","M","184","75","Armenia",11
5105,"Okechukwu Godson Azubuike","M","170","68","Nigeria",160
5106,"Vctor Manuel Azcar Urrutia","M",,,"El Salvador",70
5107,"Uzoma Azuka","F",,,"Nigeria",160
5108,"Koichi Azuma","M","175","73","Japan",115
5109,"Matsuo Azuma","M","174","68","Japan",115
5110,"Miyoko Azuma","F","162","60","Japan",115
5111,"Nobuyuki Azuma","M","171","68","Japan",115
5112,"Takeshi Azuma","M","169","69","Japan",115
5113,"Yoshihiro Azuma","M","172","60","Japan",115
5114,"Marina Eduardovna Azyabina","F","172","62","Unified Team",
5115,"Mohamed Azzaoui","M","182","91","Algeria",3
5116,"Dominique Azzaro","M","162","60","France",80
5117,"Omar Azzeb","M","182","85","Algeria",3
5118,"Rachid Azzedine","M","172","60","France",80
5119,"Jennifer Lynn Azzi","F","172","64","United States",238
5120,"Samir Azzimani","M","188","90","Morocco",149
5121,"Yasmina Azzizi (-Kettab)","F","176","67","Algeria",3
5122,"Leonardo-Christian Azzola","M","171","67","West Germany",
5123,"Michele Azzola","M","188","90","Italy",113
5124,"Hassane Azzoun","M","188","100","Algeria",3
5125,"Mohamed Azzedine Azzouzi","M","181","65","Algeria",3
5126,"Mohamed Rashid Azzouzi","M",,,"Morocco",149
5127,"Abdoulaye Ba","M","197","79","Senegal",196
5128,"Ba Dexin","M","185","80","China",46
5129,"Houleye Ba","F","170","55","Mauritania",140
5130,"Khathia B","F","168","61","Senegal",196
5131,"Omar Ba","M",,,"Senegal",196
5132,"Papa Ibrahima Ba","M","186","77","Senegal",196
5133,"Ba Yan","F","183","78","China",46
5134,"Ba Yanchuan","M","187","100","China",46
5135,"Ba Yongshan","M","180","70","China",46
5136,"Omar Abdullah Ba Kashween","M","167","60","Saudi Arabia",195
5137,"Nooran Ahmed Ali Ba Matraf","F","166","60","Yemen",246
5138,"Jan Baaijens","M","187","78","Netherlands",155
5139,"Amadou Cir Baal","M","182","78","Senegal",196
5140,"Mehdi Abdelhafid Baala","M","183","65","France",80
5141,"Madelon Baans","F","168","62","Netherlands",155
5142,"Roland Baar","M","196","90","West Germany",
5143,"Hans Erich Friedrich Baars-Lindner","M","180","80","Bronia",87
5144,"Alexander German  Baart","M","178","76","Netherlands",155
5145,"Christina Wilhelmina  Baas-Kaiser","F","174","69","Netherlands",155
5146,"Baatarkhgiin Battsetseg","F","152","42","Mongolia",146
5147,"Baatarskhiin Chinzorig","M","174","64","Mongolia",146
5148,"Sture Bengt Lorentz Baatz","M",,,"Sweden",215
5149,"Alexander  Baba","M","170","51","Ghana",88
5150,"Imad Fuad Baba","M","178","79","United States",238
5151,"Jaroslav Bba","M","199","86","Czech Republic",60
5152,"Khalid Ali Baba","M","165","60","Bahrain",17
5153,"Youssef Baba","M","176","58","Morocco",149
5154,"Luk Baba","M","183","70","Slovakia",202
5155,"Halit Haluk Babacan","M","184","90","Turkey",227
5156,"Lahcen Babaci","M","175","62","Algeria",3
5157,"Bashir Asgari Babajanzadeh Darzi","M","188","130","Iran",108
5158,"Hassan Babak","M",,,"Iran",108
5159,"Akbar Babakhanlou","M","168","60","Iran",108
5160,"Inha Alvidasivna Babakova (Butkus-)","F","180","60","Ukraine",232
5161,"Lszl Bably, Jr.","M","168","62","Hungary",104
5162,"Lszl Bably, Sr.","M","168","62","Hungary",104
5163,"Glbadam Babamyradowa","F","156","52","Turkmenistan",228
5164,"Jzsef Babn","M","170","76","Hungary",104
5165,"Marian Baban","M","180","82","Romania",180
5166,"Zisis Babanasis","M","184","72","Greece",90
5167,"Tijani Babangida","M","169","69","Nigeria",160
5168,"Svetlana Viktorovna Babanina","F","173","62","Soviet Union",
5169,"Naser Babapour","M","173","56","Iran",108
5170,"Lalita Shivaji Babar","F","166","50","India",106
5171,"Ivan Babaryka","M","180","69","Ukraine",232
5172,"Jack Babashoff, Jr.","M","191","84","United States",238
5173,"Shirley Frances Babashoff","F","178","67","United States",238
5174,"Hrachik Babayan","M","175","75","Armenia",11
5175,"Celestine Boyd Jonto Hycieth Babayaro","M","173","66","Nigeria",160
5176,"Nazim Tahir olu Babayev","M","187","74","Azerbaijan",15
5177,"Michael Babb","M","173","92","Great Britain",234
5178,"Walter Delville N.  Babb","M","187","75","Zambia",247
5179,"Kristen Elizabeth Babb-Sprague","F","178","58","United States",238
5180,"Aleksandr Babchenko","M","168","71","Kyrgyzstan",122
5181,"Courtney Babcock","F","163","50","Canada",41
5182,"Aleksey Babdazhanov","M","180","85","Uzbekistan",240
5183,"Elisabeta Bbeanu","F","168","66","Romania",180
5184,"Tom Bbek","M","186","84","Czech Republic",60
5185,"Ryan Guno Babel","M","185","74","Netherlands",155
5186,"Dmitry Aleksandrovich Babenko","M","184","73","Kazakhstan",118
5187,"Alonzo Carl Babers","M","188","70","United States",238
5188,"Rudolf Babiak","M","157","53","Czechoslovakia",
5189,"Petra Babiakov","F","171","63","Slovakia",202
5190,"Zuzana Babiakov (Paurov-)","F","168","54","Slovakia",202
5191,"Otto Babiasch","M","161","51","Germany",87
5192,"Bekim Babi","M",,,"Yugoslavia",220
5193,"Lavra Babi","F","170","57","Slovenia",203
5194,"Luka Babi","M","202","94","Croatia",56
5195,"Mark Tony Babic","M","186","88","Australia",13
5196,"Sorin Babii","M","170","80","Romania",180
5197,"Ivan Sergeyevich Babikov","M","172","69","Russia",181
5198,"Sergey Babikov","M","170","100","Tajikistan",218
5199,"Brian Babilonia","M","180","66","Puerto Rico",176
5200,"Tai Reina Babilonia (-Butler)","F","159","46","United States-1",238
5201,"Michal Babin","M","182","76","France",80
5202,"Kevin Babington","M","173","75","Ireland",110
5203,"Sergey Panteleymonovich Babinov","M","181","83","Soviet Union",
5204,"Marian Babirecki","M","172","72","Poland",174
5205,"Kumari Babita","F","165","52","India",106
5206,"Laslo Babits","M","183","106","Canada",41
5207,"Richard Aldrich  Babka","M","195","121","United States",238
5208,"Elna Babkina","F","176","65","Latvia",124
5209,"Marina Babkova","F","158","49","Soviet Union",
5210,"Martina Babkov (-Balatkov)","F","173","62","Czechoslovakia",
5211,"Subul Babo","M","175","65","Papua New Guinea",169
5212,"Jochen Babock","M","182","91","East Germany-1",
5213,"Monika Babok","F","176","65","Croatia",56
5214,"Natalie Babonyov","F","164","55","Slovakia",202
5215,"Chetan Panduranga Baboor","M","188","70","India",106
5216,"Tmea Babos","F","179","68","Hungary",104
5217,"Breda Baboek (-Lorenci)","F","173","68","Yugoslavia",220
5218,"Fanny Babou","F","164","54","France",80
5219,"Nenad Babovi","M","186","74","Serbia and Montenegro",
5220,"Suresh Babu","M","187","72","India",106
5221,"Mohammad Reza Babulfath","M","174","74","Sweden",215
5222,"Momo Babungu","M","176","70","Congo (Kinshasa)",63
5223,"Alesya Aleksandrovna Babushkina","F","170","55","Belarus",20
5224,"Jaroslav Babuiak","M","178","84","Slovakia",202
5225,"Erasmo Arturo Baca Gonzlez","M",,,"Nicaragua",158
5226,"Geovany Oscar Baca Oliva","M","166","48","Honduras",103
5227,"Jergu Baa","M","188","96","Slovakia",202
5228,"Juraj Baa","M","186","87","Slovakia",202
5229,"Monia Baccaille","F","164","61","Italy",113
5230,"Leandro Martn Baccaro Coll","M",,,"Argentina",10
5231,"Anna Maria Bacchiega","F","161","54","Italy",113
5232,"Paolo Luca Bacchini","M","168","64","Italy",113
5233,"Orlando Baccino Granja","M","182","120","Argentina",10
5234,"Fethi Baccouche","M","171","59","Tunisia",226
5235,"Lotfi Baccouche","M",,,"Tunisia",226
5236,"Steven Jeffrey Baccus","M","172","81","Seychelles",198
5237,"Bjrn Bach","M","195","92","Germany",87
5238,"Howard Bach","M","168","75","United States",238
5239,"Janni Bach","F","164","66","Australia",13
5240,"Margit Bach","F","169","58","West Germany",
5241,"Marta Bach Pascual","F","176","66","Spain",209
5242,"Michael Richardson Bach","M","193","89","United States",238
5243,"Peter Bach","M","193","85","Australia",13
5244,"Thomas Bach","M","171","65","West Germany",
5245,"Timothy Bach","M","183","71","Canada",41
5246,"Amor Bach Hanba","M","175","85","Tunisia",226
5247,"Shai Bachar","M",,,"Israel",112
5248,"Jack Stangl  Bacheler","M","200","77","United States",238
5249,"Benot Bachelet","M","174","80","France",80
5250,"Enrico Bacher","M",,,"Italy",113
5251,"Gertrud Bacher (-Schpf)","F","170","60","Italy",113
5252,"Mario Bacher","M","170","63","Italy",113
5253,"Sandra Atsuko  Bacher","F","165","69","United States",238
5254,"Adrian  Delgado Baches","M","184","83","Brazil",31
5255,"Vincent Bachet","M","180","85","France",80
5256,"Mitko Bachev","M",,,"Bulgaria",35
5257,"Jochen Bachfeld","M","172","54","East Germany",
5258,"Bernhard Bachfisch","M","153","56","West Germany",
5259,"Hovhannes Bachkov","M","173","64","Armenia",11
5260,"Jozef Bachleda","M","181","73","Slovakia",202
5261,"Andrzej Bachleda-Curu, III","M","179","78","Poland",174
5262,"Andrzej Jan Bachleda-Curu","M","176","76","Poland",174
5263,"Jan Wojciech Bachleda-Curu","M","175","72","Poland",174
5264,"Reinhold Bachler","M","174","70","Austria",14
5265,"Thomas Bachler","M","193","110","Austria-1",14
5266,"Hubert Bchli","M","174","65","Switzerland",216
5267,"Ulrich  Bchli","M","184","90","Switzerland-2",216
5268,"Elisabeth Anne  Bachman (-McCutcheon)","F","193","85","United States",238
5269,"Adrian Hermann Bachmann","M","185","82","Switzerland",216
5270,"Alfred  Bachmann","M","180","70","Switzerland",216
5271,"Gerd Bachmann","M","185","100","East Germany",
5272,"Jrgen Bachmann","M","182","77","Germany",87
5273,"Kurt Bachmann","M","193","77","Philippines",172
5274,"Sebastian Bachmann","M","182","71","Germany",87
5275,"Silke Bachmann","F","160","57","Italy",113
5276,"Tina Bachmann","F","165","64","Germany",87
5277,"Ulrich  Bachmann","M","171","63","Switzerland",216
5278,"Walter Bachmann","M","185","80","Switzerland",216
5279,"Monica Bachmann-Weier","F","168","57","Switzerland",216
5280,"Werner Bachmayer","M","173","80","Austria",14
5281,"Isabell Bachor","F","174","63","Germany",87
5282,"Ji Bachro","M","165","62","Czechoslovakia",
5283,"Katya Bachrouche","F","174","70","Lebanon",125
5284,"Arkadiusz Stefan Bachur","M","186","76","Poland",174
5285,"Adolf Josef Bachura","M",,,"Austria",14
5286,"Yury Kuzmich Bachurov","M","176","76","Soviet Union",
5287,"Iliya Bachvarov","M",,,"Bulgaria",35
5288,"Marin Bachvarov","M",,,"Bulgaria",35
5289,"Mikhail Yordanov Bachvarov","M","174","73","Bulgaria",35
5290,"Todor G. Bachvarov","M","167","60","Bulgaria",35
5291,"Roman Bak","M",,,"Czechoslovakia",
5292,"Ion Baciu","M","165","57","Romania",180
5293,"Axel Erik Bck","M","180","82","Sweden",215
5294,"Torsten Lennart Back","M","180","68","Sweden",215
5295,"Per Anders Bckegren","M","192","89","Sweden",215
5296,"Harold Backer","M","193","88","Canada",41
5297,"Jannis Bcker","M","198","101","Germany-1",87
5298,"David Anthony Backes","M","190","100","United States",238
5299,"Olivier Backes","M","176","73","France",80
5300,"Ronald Lee  Backes","M","190","125","United States",238
5301,"Robin James Backhaus","M","183","77","United States",238
5302,"Stephen James  Backley","M","195","102","Great Britain",234
5303,"Lina Elisabeth Bcklin","F","169","67","Sweden",215
5304,"Gran Olof Backlund","M","176","77","Sweden",215
5305,"Christa Maria Bckman","F",,,"Sweden",215
5306,"Rune Christian Bckman","M","191","93","Sweden",215
5307,"John Ingemar Backman","M","169","66","Sweden",215
5308,"Kjell Hilding Bckman","M",,,"Sweden",215
5309,"Linna Rebecka Emilia Bckman","F","167","66","Sweden",215
5310,"Tord Yngve Backman","M","169","65","Sweden",215
5311,"Adrien Backscheider","M","178","73","France",80
5312,"Magnus Peter Bckstedt","M","193","89","Sweden",215
5313,"Lars Nicklas Bckstrm","M","185","95","Sweden",215
5314,"Niklas Oskar Bckstrm","M","185","89","Finland",79
5315,"Karol Bao","M","178","74","Slovakia",202
5316,"Christopher Gerald  Bacon","M",,,"Australia",13
5317,"Kevin Ashley Bacon","M","167","66","Australia",13
5318,"Richard  Bacon","M","190","90","Canada",41
5319,"Diana Bacosi","F","175","85","Italy",113
5320,"Rose-Aime Bacoul","F","160","56","France",80
5321,"Jean-Marc Bacquin","M","167","65","France",80
5322,"Pter Bacsa","M","188","95","Hungary",104
5323,"Pter Bcsi","M","175","82","Hungary",104
5324,"Katalin Bcsics","F","172","61","Hungary",104
5325,"Krisztina Bcsics","F","170","61","Hungary",104
5326,"Timea Bacsinszky","F","170","62","Switzerland",216
5327,"Imre Balzs Bacskai","M","177","72","Hungary",104
5328,"Imre Bcskai","M","168","67","Hungary",104
5329,"Mria Bcskai","F","166","56","Hungary",104
5330,"Zsolt Bcskai","M","178","60","Hungary",104
5331,"Pter Baczak","M","171","84","Hungary",104
5332,"Bernadett Baczk","F","164","60","Hungary",104
5333,"Marie Flicite Bada","F","163","55","Benin",23
5334,"Jorge Bada y Snchez","M","179","72","Mexico",143
5335,"Sunday Bada","M","188","79","Nigeria",160
5336,"Antnio Carlos  Gueiros Ribeiro","M","193","84","Brazil",31
5337,"Igor Gayniakhmetovich Badamshin","M","175","70","Russia",181
5338,"Visitacin Badana Ribagorda","F","160","48","Philippines",172
5339,"Gheorghe Bdr","M","186","81","Romania",180
5340,"Mauro Badaracchi","M","180","83","Italy",113
5341,"Tibor Badari","M","169","57","Hungary",104
5342,"Mohamed Hamdi Badawi","M",,,"Egypt",69
5343,"Mohamed Badawy","M","195","91","Egypt",69
5344,"Andrew James  Baddeley","M","186","70","Great Britain",234
5345,"Susan Jane McCort  Badders","F","170","66","United States",238
5346,"Jonas Bade","M","165","60","Papua New Guinea",169
5347,"Lance Thomas Bade","M","170","88","United States",238
5348,"Ioana Badea","F","180","78","Romania",180
5349,"Alfred Badel","M","173","61","Switzerland",216
5350,"Ren Badell Pollar","M","175","76","Cuba",57
5351,"Joel Baden","M","190","70","Australia",13
5352,"Andrzej Stanisaw Badeski","M","173","68","Poland",174
5353,"Ahmed Bader Magour","M","190","90","Qatar",177
5354,"Curtis Jay  Bader","M","175","77","United States",238
5355,"Hamad Bader Jassim","M","171","64","Bahrain",17
5356,"Heinz Bader","M","175","70","West Germany",
5357,"Kristina Valterovna Bader","F","181","72","Russia",181
5358,"Leslie Elisabeth Corbett Bader (-Corbett)","F","167","64","United States",238
5359,"Monika Bader (-Wrle)","F","162","58","West Germany",
5360,"Josef  Bader","M","188","90","West Germany-1",
5361,"Gheorghe Bdescu","M","181","69","Romania",180
5362,"Otilia Bdescu","F","160","58","Romania",180
5363,"Stephen William  Badger","M",,,"Canada",41
5364,"Kamaluddin Badi","M",,,"Libya",128
5365,"Karim Badiane","M","176","76","Senegal",196
5366,"Concepcin Badillo Daz","F","171","62","Spain",209
5367,"Dario Badinelli","M","185","68","Italy",113
5368,"Carlos Badion","M","180","82","Philippines",172
5369,"Franck William Badiou","M","174","68","France",80
5370,"Alexandru Bdi","M","181","94","Romania",180
5371,"Cezar Alexandru Bdi","M","193","93","Romania",180
5372,"Horaiu Nicusor Bdi","M",,,"Romania",180
5373,"Bassirou Badji","M","180","76","Senegal",196
5374,"Ndiss Kaba Badji","M","190","82","Senegal",196
5375,"Stphane Diarra Badji","M","185","75","Senegal",196
5376,"Badmaanyambuugiin Bat-Erdene","M","192","120","Mongolia",146
5377,"Gabriele Badorek (Soltau-)","F","180","75","East Germany",
5378,"Parviz Badpa","M","175","92","Iran",108
5379,"Ahmed Badr","M","185","85","Egypt",69
5380,"Hassan Ahmed Badra","M","181","72","Egypt",69
