"id","type","id_jo","id_event","id_athlete"
201039,"none",13,141,100413
201040,"none",13,423,100413
201041,"none",34,105,100414
201042,"none",0,12,100415
201043,"Gold",19,2,100416
201044,"none",29,74,100417
201045,"none",29,75,100417
201046,"none",29,201,100417
201047,"Gold",16,106,100418
201048,"Gold",16,107,100418
201049,"none",26,166,100419
201050,"none",27,73,100419
201051,"none",27,143,100419
201052,"Silver",11,0,100420
201053,"none",32,334,100421
201054,"none",23,7,100422
201055,"none",39,7,100422
201056,"Gold",3,432,100423
201057,"none",3,55,100424
201058,"none",35,97,100425
201059,"none",11,334,100426
201060,"none",19,49,100427
201061,"none",1,118,100427
201062,"none",20,118,100427
201063,"none",19,260,100428
201064,"none",12,341,100429
201065,"none",20,483,100430
201066,"none",0,11,100431
201067,"none",28,252,100432
201068,"none",12,381,100432
201069,"none",11,381,100432
201070,"none",11,430,100432
201071,"Silver",21,430,100432
201072,"none",19,430,100432
201073,"none",26,166,100433
201074,"none",33,18,100434
201075,"none",21,348,100435
201076,"none",12,220,100436
201077,"none",11,220,100436
201078,"none",29,0,100437
201079,"none",11,74,100438
201080,"none",21,74,100438
201081,"none",29,94,100439
201082,"none",9,20,100440
201083,"none",9,22,100440
201084,"none",9,23,100440
201085,"none",9,24,100440
201086,"none",9,25,100440
201087,"none",9,26,100440
201088,"none",9,27,100440
201089,"Silver",35,89,100441
201090,"none",37,324,100442
201091,"none",36,2,100443
201092,"none",2,166,100444
201093,"none",16,294,100445
201094,"none",0,127,100446
201095,"Silver",16,377,100447
201096,"none",9,377,100447
201097,"none",37,2,100448
201098,"Gold",20,272,100449
201099,"none",16,83,100450
201100,"none",24,10,100451
201101,"none",24,7,100451
201102,"Bronze",24,9,100451
201103,"none",4,10,100451
201104,"none",4,7,100451
201105,"none",4,9,100451
201106,"none",27,83,100452
201107,"none",1,267,100453
201108,"none",38,32,100454
201109,"none",38,33,100454
201110,"none",15,32,100454
201111,"none",15,33,100454
201112,"none",35,91,100455
201113,"none",20,100,100456
201114,"none",16,113,100457
201115,"none",20,141,100458
201116,"none",22,205,100459
201117,"none",35,253,100460
201118,"none",36,253,100460
201119,"none",19,184,100461
201120,"none",11,234,100462
201121,"none",11,438,100462
201122,"Bronze",21,86,100462
201123,"Silver",19,86,100462
201124,"none",11,86,100463
201125,"Bronze",21,86,100463
201126,"Silver",19,86,100463
201127,"none",11,349,100464
201128,"none",11,367,100464
201129,"none",11,313,100464
201130,"none",21,349,100464
201131,"none",21,313,100464
201132,"none",21,314,100464
201133,"none",1,349,100464
201134,"none",1,367,100464
201135,"none",1,230,100464
201136,"Gold",1,540,100464
201137,"none",20,367,100464
201138,"none",20,540,100464
201139,"none",0,343,100465
201140,"none",35,188,100466
201141,"Gold",46,191,100467
201142,"Silver",46,92,100467
201143,"Bronze",46,629,100467
201144,"none",46,628,100467
201145,"none",36,229,100468
201146,"none",25,229,100468
201147,"none",32,289,100469
201148,"none",37,174,100470
201149,"none",37,12,100470
201150,"none",20,123,100471
201151,"none",43,385,100472
201152,"Silver",14,73,100473
201153,"Gold",14,143,100473
201154,"Gold",14,166,100473
201155,"Gold",14,517,100473
201156,"Silver",14,500,100473
201157,"Gold",14,501,100473
201158,"Gold",34,73,100473
201159,"Silver",34,143,100473
201160,"none",34,166,100473
201161,"none",4,13,100474
201162,"none",12,35,100475
201163,"none",5,38,100476
201164,"none",5,269,100476
201165,"none",5,39,100476
201166,"Silver",6,39,100476
201167,"Bronze",6,58,100476
201168,"none",6,59,100476
201169,"Bronze",17,39,100476
201170,"Silver",17,58,100476
201171,"Bronze",17,59,100476
201172,"none",8,39,100476
201173,"Bronze",18,565,100476
201174,"none",45,125,100477
201175,"none",19,219,100478
201176,"none",12,253,100479
201177,"none",11,167,100479
201178,"none",21,167,100479
201179,"none",23,225,100480
201180,"none",35,174,100481
201181,"none",35,267,100481
201182,"none",25,231,100481
201183,"none",34,210,100482
201184,"none",34,210,100482
201185,"none",34,210,100482
201186,"none",34,211,100482
201187,"none",34,211,100482
201188,"none",34,211,100482
201189,"none",24,62,100483
201190,"none",4,62,100483
201191,"none",4,10,100483
201192,"none",4,7,100483
201193,"none",25,299,100484
201194,"Gold",28,299,100484
201195,"none",35,256,100485
201196,"none",20,131,100486
201197,"none",46,149,100487
201198,"none",13,106,100487
201199,"none",13,14,100487
201200,"none",13,107,100487
201201,"none",8,302,100488
201202,"none",18,302,100488
201203,"none",37,74,100489
201204,"none",37,208,100489
201205,"none",44,20,100490
201206,"none",44,529,100490
201207,"none",44,530,100490
201208,"none",44,21,100490
201209,"none",0,508,100491
201210,"none",0,510,100491
201211,"none",27,20,100492
201212,"none",27,21,100492
201213,"none",27,22,100492
201214,"none",27,23,100492
201215,"none",27,24,100492
201216,"none",27,25,100492
201217,"none",27,26,100492
201218,"none",27,27,100492
201219,"none",35,20,100492
201220,"none",35,21,100492
201221,"none",35,22,100492
201222,"none",35,23,100492
201223,"none",35,24,100492
201224,"none",35,25,100492
201225,"none",35,26,100492
201226,"none",35,27,100492
201227,"none",1,112,100493
201228,"Silver",20,112,100493
201229,"none",37,74,100494
201230,"none",37,208,100494
201231,"none",0,508,100495
201232,"none",11,74,100496
201233,"none",11,436,100496
201234,"none",29,55,100497
201235,"Gold",1,244,100498
201236,"none",33,109,100499
201237,"none",33,172,100499
201238,"none",21,143,100500
201239,"none",19,141,100500
201240,"none",1,143,100500
201241,"Gold",40,3,100501
201242,"none",40,103,100501
201243,"none",40,317,100501
201244,"none",40,410,100501
201245,"none",40,412,100501
201246,"none",39,50,100502
201247,"none",39,13,100503
201248,"none",9,293,100504
201249,"none",9,230,100504
201250,"none",25,0,100505
201251,"none",21,331,100506
201252,"none",19,331,100506
201253,"Silver",2,619,100507
201254,"none",9,164,100508
201255,"none",22,369,100509
201256,"none",22,246,100509
201257,"none",23,369,100509
201258,"none",23,246,100509
201259,"none",23,120,100509
201260,"none",38,202,100510
201261,"none",50,633,100511
201262,"Silver",16,333,100512
201263,"none",37,43,100512
201264,"Bronze",12,2,100513
201265,"none",11,2,100514
201266,"none",4,30,100515
201267,"none",4,31,100515
201268,"none",4,32,100515
201269,"none",4,33,100515
201270,"none",4,34,100515
201271,"none",11,301,100516
201272,"none",20,377,100517
201273,"none",21,121,100518
201274,"none",27,2,100519
201275,"none",1,406,100520
201276,"none",14,103,100521
201277,"none",14,66,100521
201278,"none",1,274,100522
201279,"none",20,274,100522
201280,"none",32,74,100523
201281,"none",32,75,100523
201282,"none",32,289,100523
201283,"none",27,267,100524
201284,"none",32,61,100525
201285,"none",32,402,100525
201286,"none",28,0,100526
201287,"none",0,0,100526
201288,"none",12,0,100526
201289,"none",12,159,100527
201290,"Silver",11,254,100527
201291,"none",21,279,100527
201292,"none",1,181,100528
201293,"none",20,181,100528
201294,"none",28,56,100529
201295,"none",28,57,100529
201296,"none",0,56,100529
201297,"none",12,56,100529
201298,"none",11,56,100529
201299,"none",27,2,100530
201300,"none",19,158,100531
201301,"none",21,160,100532
201302,"none",26,0,100533
201303,"none",26,2,100534
201304,"none",37,103,100535
201305,"none",1,164,100536
201306,"none",20,164,100536
201307,"none",20,100,100537
201308,"none",28,61,100538
201309,"none",28,402,100538
201310,"none",1,145,100539
201311,"none",11,383,100540
201312,"none",28,446,100541
201313,"none",12,0,100542
201314,"none",20,47,100543
201315,"none",25,46,100544
201316,"none",9,64,100545
201317,"none",20,11,100546
201318,"none",9,115,100547
201319,"none",9,118,100547
201320,"none",32,118,100547
201321,"none",32,142,100547
201322,"none",33,2,100548
201323,"none",25,262,100549
201324,"none",36,190,100550
201325,"none",26,149,100551
201326,"none",26,186,100551
201327,"none",11,2,100552
201328,"none",21,0,100553
201329,"none",24,300,100554
201330,"none",24,418,100554
201331,"none",12,122,100555
201332,"none",26,212,100556
201333,"none",26,213,100556
201334,"none",26,214,100556
201335,"none",26,215,100556
201336,"none",26,216,100556
201337,"none",26,217,100556
201338,"none",27,212,100556
201339,"none",27,213,100556
201340,"none",27,214,100556
201341,"none",27,215,100556
201342,"none",27,216,100556
201343,"none",27,217,100556
201344,"none",19,20,100557
201345,"none",19,22,100557
201346,"none",19,23,100557
201347,"none",19,24,100557
201348,"none",19,25,100557
201349,"none",19,26,100557
201350,"none",19,27,100557
201351,"none",1,67,100558
201352,"none",21,14,100559
201353,"none",19,291,100559
201354,"none",28,178,100560
201355,"none",28,293,100560
201356,"none",20,136,100561
201357,"none",27,0,100562
201358,"none",35,0,100562
201359,"none",21,163,100563
201360,"none",1,163,100563
201361,"none",25,74,100564
201362,"none",28,190,100565
201363,"none",11,195,100566
201364,"none",16,173,100567
201365,"none",35,2,100568
201366,"none",36,230,100569
201367,"none",36,168,100569
201368,"none",36,169,100569
201369,"none",36,170,100569
201370,"none",25,293,100569
201371,"none",25,230,100569
201372,"none",25,168,100569
201373,"none",25,169,100569
201374,"none",25,170,100569
201375,"none",28,311,100570
201376,"none",26,43,100571
201377,"none",34,117,100572
201378,"none",19,189,100573
201379,"none",1,189,100573
201380,"none",26,108,100574
201381,"none",26,207,100575
201382,"none",27,113,100575
201383,"none",35,2,100576
201384,"none",9,324,100577
201385,"none",21,449,100578
201386,"none",19,449,100578
201387,"none",12,69,100579
201388,"none",11,69,100579
201389,"none",19,274,100580
201390,"none",1,274,100580
201391,"none",20,274,100580
201392,"none",1,293,100581
201393,"none",20,293,100581
201394,"none",25,2,100582
201395,"none",19,44,100583
201396,"none",1,44,100583
201397,"none",36,69,100584
201398,"none",25,69,100584
201399,"Gold",48,13,100585
201400,"none",16,74,100586
201401,"none",16,75,100586
201402,"Gold",46,221,100587
201403,"Gold",46,221,100588
201404,"none",1,61,100589
201405,"none",1,402,100589
201406,"none",20,61,100589
201407,"none",20,402,100589
201408,"none",2,500,100590
201409,"none",2,501,100590
201410,"none",30,202,100591
201411,"none",30,50,100591
201412,"none",34,119,100592
201413,"none",16,431,100593
201414,"none",19,260,100594
201415,"none",1,260,100594
201416,"none",20,260,100594
201417,"none",32,293,100595
201418,"none",27,87,100596
201419,"none",35,87,100596
201420,"none",14,499,100597
201421,"none",34,431,100597
201422,"none",34,431,100597
201423,"none",34,431,100597
201424,"none",0,262,100598
201425,"none",0,263,100598
201426,"Bronze",34,2,100599
201427,"none",7,331,100600
201428,"none",29,331,100600
201429,"none",1,51,100601
201430,"none",1,53,100601
201431,"none",20,51,100601
201432,"none",20,240,100602
201433,"none",19,44,100603
201434,"none",1,44,100603
201435,"none",0,118,100604
201436,"none",12,49,100604
201437,"none",12,142,100604
201438,"none",28,20,100605
201439,"none",28,21,100605
201440,"none",28,22,100605
201441,"none",28,23,100605
201442,"none",28,24,100605
201443,"none",28,25,100605
201444,"none",28,26,100605
201445,"none",28,27,100605
201446,"none",0,20,100605
201447,"none",0,21,100605
201448,"none",0,22,100605
201449,"none",0,23,100605
201450,"none",0,24,100605
201451,"none",0,25,100605
201452,"none",0,26,100605
201453,"none",0,27,100605
201454,"none",1,260,100606
201455,"Bronze",20,260,100606
201456,"none",27,110,100607
201457,"none",33,68,100608
201458,"none",0,108,100609
201459,"none",21,73,100610
201460,"none",19,73,100610
201461,"none",33,164,100611
201462,"none",37,164,100611
201463,"none",27,42,100612
201464,"none",35,42,100612
201465,"none",36,42,100612
201466,"none",1,146,100613
201467,"none",1,179,100613
201468,"none",1,63,100613
201469,"none",20,146,100613
201470,"none",20,179,100613
201471,"none",20,63,100613
201472,"none",0,159,100614
201473,"none",25,115,100615
201474,"none",25,118,100615
201475,"none",28,118,100615
201476,"none",1,119,100616
201477,"none",1,119,100616
201478,"none",20,615,100617
201479,"none",20,213,100618
201480,"none",20,216,100618
201481,"none",2,201,100619
201482,"none",47,300,100620
201483,"none",42,387,100621
201484,"none",28,2,100622
201485,"none",33,49,100623
201486,"none",19,44,100624
201487,"none",0,87,100625
201488,"none",12,178,100626
201489,"none",12,293,100626
201490,"none",12,168,100626
201491,"none",11,2,100627
201492,"none",11,20,100628
201493,"none",11,22,100628
201494,"none",11,23,100628
201495,"none",11,24,100628
201496,"none",11,25,100628
201497,"none",11,26,100628
201498,"none",11,27,100628
201499,"none",21,20,100628
201500,"none",21,24,100628
201501,"none",21,25,100628
201502,"none",21,27,100628
201503,"none",20,163,100629
201504,"none",34,42,100630
201505,"none",37,105,100631
201506,"none",1,87,100632
201507,"none",36,87,100632
201508,"Gold",25,87,100632
201509,"Bronze",28,87,100632
201510,"none",0,74,100633
201511,"none",0,208,100633
201512,"none",1,54,100634
201513,"none",0,117,100635
201514,"none",20,2,100636
201515,"none",12,206,100637
201516,"none",32,207,100638
201517,"none",9,2,100639
201518,"none",1,42,100640
201519,"none",20,42,100640
201520,"none",19,123,100641
201521,"none",11,147,100642
201522,"none",11,66,100642
201523,"none",11,66,100643
201524,"none",39,300,100644
201525,"none",39,418,100644
201526,"none",0,234,100645
201527,"none",0,438,100645
201528,"none",12,86,100645
201529,"none",18,493,100646
201530,"none",38,493,100646
201531,"Gold",12,102,100647
201532,"none",11,102,100647
201533,"none",31,10,100648
201534,"none",31,7,100648
201535,"Bronze",13,285,100649
201536,"none",36,55,100650
201537,"Bronze",36,104,100650
201538,"none",20,198,100651
201539,"none",15,544,100652
201540,"none",15,13,100653
201541,"none",15,41,100654
201542,"none",42,120,100655
201543,"none",10,246,100655
201544,"none",10,120,100655
201545,"none",0,118,100656
201546,"none",12,118,100656
201547,"none",9,2,100657
201548,"none",22,4,100658
201549,"none",22,5,100658
201550,"none",22,264,100658
201551,"none",22,464,100658
201552,"none",46,115,100659
201553,"none",16,11,100660
201554,"none",16,174,100660
201555,"Silver",9,11,100660
201556,"none",9,174,100660
201557,"none",29,72,100661
201558,"none",33,207,100662
201559,"none",20,88,100663
201560,"none",36,111,100664
201561,"none",11,28,100665
201562,"none",21,28,100665
201563,"none",19,69,100666
201564,"Bronze",25,61,100667
201565,"none",25,402,100667
201566,"none",41,30,100668
201567,"none",41,32,100668
201568,"none",41,33,100668
201569,"none",7,74,100669
201570,"none",7,75,100669
201571,"none",7,289,100669
201572,"none",32,166,100670
201573,"none",11,284,100671
201574,"none",21,244,100671
201575,"none",46,115,100672
201576,"none",19,56,100673
201577,"Gold",19,57,100673
201578,"none",21,511,100674
201579,"none",18,269,100675
201580,"none",38,269,100675
201581,"none",18,616,100676
201582,"Silver",18,492,100676
201583,"none",38,616,100676
201584,"none",38,623,100676
201585,"none",38,634,100676
201586,"Silver",38,492,100676
201587,"none",0,329,100677
201588,"none",11,222,100678
201589,"Silver",33,67,100679
201590,"none",21,61,100680
201591,"none",21,402,100680
201592,"none",16,2,100681
201593,"Silver",14,339,100682
201594,"Silver",34,339,100682
201595,"none",0,97,100683
201596,"none",17,224,100684
201597,"none",17,225,100684
201598,"none",8,224,100684
201599,"none",8,258,100684
201600,"none",8,225,100684
201601,"Bronze",8,226,100684
201602,"none",18,224,100684
201603,"none",18,258,100684
201604,"none",18,557,100684
201605,"none",18,225,100684
201606,"Bronze",18,226,100684
201607,"none",6,202,100685
201608,"none",6,50,100685
201609,"Bronze",17,50,100685
201610,"none",27,127,100686
201611,"none",27,128,100686
201612,"none",28,61,100686
201613,"Bronze",28,402,100686
201614,"none",0,61,100686
201615,"Bronze",0,402,100686
201616,"none",35,35,100687
201617,"none",25,252,100688
201618,"none",25,289,100688
201619,"none",3,55,100689
201620,"none",3,56,100689
201621,"none",36,42,100690
201622,"none",25,42,100690
201623,"none",28,42,100690
201624,"none",28,159,100691
201625,"none",0,159,100691
201626,"none",3,154,100692
201627,"none",3,370,100692
201628,"none",2,563,100692
201629,"none",2,564,100692
201630,"none",14,64,100692
201631,"none",14,499,100693
201632,"none",14,499,100693
201633,"none",14,499,100693
201634,"none",14,499,100693
201635,"none",11,229,100694
201636,"none",21,229,100694
201637,"none",19,229,100694
201638,"none",1,229,100694
201639,"Silver",20,229,100694
201640,"none",27,93,100695
201641,"none",35,93,100695
